states,words,logit_seq,reset_bool,ind_seq
"[[ 0.12086243 -0.40077922  0.5311099   0.57523626  0.42469764 -0.3880646
   0.4633779   0.17981325 -0.2625637   0.51123196]]",1,[[-0.6712414  2.497406 ]],0,0
"[[-0.16790055 -0.5962521   0.29166394  0.4041714   0.23972383  0.11658414
   0.6916114   0.10416651  0.32455856 -0.48687056]]",1,[[ 2.140031  -2.1242204]],0,0
"[[-0.09047548 -0.32515973  0.15889268  0.2880894  -0.1749199   0.6620072
   0.63213295  0.51719534  0.71165335 -0.47404885]]",0,[[ 4.431627  -3.1622224]],0,0
"[[-0.34707767 -0.20186363  0.34225276 -0.39987776  0.07720948  0.8119356
   0.6036208   0.57005507  0.83842313 -0.7772919 ]]",1,[[ 6.138687  -4.9170804]],0,0
"[[-0.21005696 -0.10194319 -0.07260372 -0.7659115  -0.02157594  0.8806342
   0.589898    0.62136275  0.8127271  -0.66392416]]",0,[[ 7.156021  -6.2797556]],0,0
"[[-0.31480256 -0.06115153 -0.35570768 -0.78320146 -0.01976997  0.87508446
   0.5234439   0.6312405   0.64828634 -0.63956183]]",0,[[ 6.815341  -6.7127976]],0,0
"[[-0.44414064 -0.04601558 -0.14071259 -0.6169339   0.02821429  0.95064616
   0.49355486  0.57336885  0.62489    -0.7772783 ]]",1,[[ 6.221618  -6.0045633]],0,0
"[[-0.3942604  -0.02007177  0.12562464 -0.6970379   0.08839578  0.9606073
   0.51233006  0.5602501   0.6965446  -0.7499497 ]]",1,[[ 6.445956  -5.4599404]],0,1
"[[-0.08681328  0.02745282  0.30345398  0.1326458   0.27022144 -0.04733381
   0.03748119  0.10502481  0.0311626  -0.06443629]]",1,[[-0.11094188  0.87095815]],1,0
"[[ 0.01647028  0.2344345   0.03683416  0.3038206  -0.19440398  0.2440866
  -0.12079956  0.29925114 -0.17609127  0.20964313]]",0,[[-0.8464186  1.8933172]],0,0
"[[ 0.30813137  0.33959678 -0.30192062  0.41949177 -0.33881983  0.17968015
  -0.07700989 -0.06074158 -0.2647802  -0.43937582]]",0,[[-2.002518   1.3069355]],0,0
"[[ 0.46538186  0.3404441   0.56144303  0.3777501  -0.00879673 -0.0994637
  -0.03321143 -0.45039663 -0.14236276  0.01107155]]",1,[[-2.6830046  4.4656243]],0,0
"[[ 0.2533934   0.3680746   0.40280128  0.6661492  -0.25029477 -0.02230625
  -0.17664863  0.06891179 -0.42830354  0.42444128]]",0,[[-3.4538987  5.3788557]],0,0
"[[ 0.49107066  0.4697661   0.48527023  0.55270535  0.14101112 -0.44345042
  -0.06737692 -0.01821231 -0.57134414 -0.47615853]]",1,[[-4.264288   4.7886033]],0,0
"[[ 0.36738098  0.5094624  -0.05683415  0.71450865  0.15105073 -0.17914131
  -0.12919785  0.4575692  -0.30985692  0.5840817 ]]",0,[[-1.6091453  4.0290375]],0,0
"[[ 0.72800297  0.6413063  -0.46904042  0.50825256 -0.22172329  0.0619484
  -0.09765562  0.07139481 -0.35673738 -0.4558674 ]]",0,[[-2.0990734  2.1020765]],0,0
"[[ 0.77086407  0.5128873   0.47169015  0.39618048  0.2545881  -0.12300152
  -0.01646345 -0.4304971  -0.07471576  0.32467166]]",1,[[-1.7825792  5.032084 ]],0,0
"[[ 0.38349032  0.40455204  0.398534    0.6229339  -0.1645748   0.10068507
  -0.18278049  0.23242068 -0.41412896  0.4691985 ]]",0,[[-2.6999578  5.2741404]],0,0
"[[ 0.56161386  0.5258876   0.46180302  0.549844    0.2341073  -0.36847612
  -0.09316003  0.04141526 -0.5657344  -0.52721715]]",1,[[-3.9309425  4.71206  ]],0,0
"[[ 0.38026077  0.34550875  0.6364765   0.5749961   0.7144154  -0.58322054
  -0.06762098  0.3417946  -0.31378776  0.68274367]]",1,[[-1.9522274  5.4716077]],0,0
"[[ 0.06741105  0.07577724  0.5289942   0.29665205  0.5663773  -0.56140566
   0.03512118  0.07621461 -0.5764223   0.417323  ]]",1,[[-2.649998  4.024425]],0,0
"[[-0.05925475 -0.26409474  0.45001096  0.33976823  0.53303677 -0.5203297
   0.31393906  0.06136557 -0.36689243  0.4886729 ]]",1,[[-1.2421316  2.3860054]],0,0
"[[-0.00289488 -0.17801765  0.22847284  0.4960824  -0.40637705  0.27907187
   0.20305493  0.15572251 -0.3018402   0.06030603]]",0,[[-1.3622394  1.7444167]],0,1
"[[ 0.09291852  0.1507017  -0.13647214  0.08867335 -0.1927343   0.2695885
  -0.0850376   0.10806188 -0.13024339 -0.05495322]]",0,[[-0.45470142  0.5428052 ]],1,0
"[[ 0.28101528  0.20884481 -0.30376232  0.0739419  -0.22532852  0.2699403
  -0.05827856 -0.25294808 -0.15270028 -0.28315914]]",0,[[-0.93175864  0.36599454]],0,0
"[[ 0.35883492  0.20517595  0.02495115  0.034975   -0.1517515   0.20744985
  -0.03979055 -0.66622156 -0.10530588 -0.02815146]]",0,[[-1.4890609  1.8759358]],0,0
"[[ 0.2707646   0.20243976  0.34787816  0.3571408  -0.15099515  0.14602566
  -0.07974624 -0.7373104  -0.20741233  0.16564356]]",0,[[-2.8588188  3.9388447]],0,0
"[[ 0.205126    0.02475479  0.53492886  0.5782124   0.18383804 -0.27922153
   0.1011133  -0.49482438 -0.31244877  0.29294214]]",1,[[-3.0887918  4.429078 ]],0,0
"[[ 0.18470973  0.09692413  0.35982275  0.70146936 -0.37224358  0.10680921
   0.00414793  0.2500582  -0.51782954  0.32864082]]",0,[[-2.9528058  4.3228173]],0,0
"[[ 0.4430418   0.34667674  0.42509618  0.6273395   0.09006182 -0.31418204
  -0.00698772  0.05937034 -0.63037586 -0.66570663]]",1,[[-4.1427493  4.1201544]],0,0
"[[ 0.36384302  0.28894085  0.6212009   0.64886004  0.6403632  -0.56266963
  -0.02172026  0.34730926 -0.37176841  0.6639503 ]]",1,[[-2.1722114  5.482666 ]],0,0
"[[ 0.10056275  0.04232671  0.5138024   0.32317957  0.52002925 -0.5334216
   0.07473712  0.08588236 -0.59209347  0.2578608 ]]",1,[[-2.694572   3.7543616]],0,0
"[[-0.02683411 -0.2542806   0.47099814  0.3780749   0.57474196 -0.48594514
   0.30124092  0.08319268 -0.33883953  0.5099865 ]]",1,[[-1.0963038  2.5095892]],0,0
"[[ 3.4778283e-04 -1.5313919e-01  2.4057783e-01  5.0399816e-01
  -4.0854242e-01  3.0246669e-01  1.6655417e-01  1.6083518e-01
  -3.1125012e-01  5.1675413e-02]]",0,[[-1.4676502  1.8910481]],0,0
"[[ 0.26500863  0.17896013  0.02109371  0.74899125 -0.3425446   0.3036443
   0.01189904 -0.03354767 -0.49536273 -0.6098795 ]]",0,[[-3.0873315  2.4742584]],0,0
"[[ 0.4631333   0.3167676   0.6324146   0.728937    0.0776338  -0.22579771
   0.00082232 -0.34703615 -0.3423419  -0.04335439]]",1,[[-3.7754254  5.488305 ]],0,0
"[[ 0.2649894   0.09340262  0.6789098   0.65446794  0.4844986  -0.5144141
   0.09604741  0.2658635  -0.48695296  0.5767512 ]]",1,[[-2.5750046  5.2140665]],0,0
"[[ 0.2692776   0.3119285   0.45220813  0.56871486 -0.4293445   0.10746191
  -0.23681945  0.21912454 -0.68716437  0.05101852]]",0,[[-4.249167   5.1867757]],0,1
"[[ 0.09291852  0.1507017  -0.13647214  0.08867335 -0.1927343   0.2695885
  -0.0850376   0.10806188 -0.13024339 -0.05495322]]",0,[[-0.45470142  0.5428052 ]],1,0
"[[ 0.28101528  0.20884481 -0.30376232  0.0739419  -0.22532852  0.2699403
  -0.05827856 -0.25294808 -0.15270028 -0.28315914]]",0,[[-0.93175864  0.36599454]],0,0
"[[ 0.28096274  0.17166124  0.5187971   0.09433161  0.06019825  0.08497585
  -0.03632811 -0.48318994 -0.11342038  0.05275572]]",1,[[-1.7047681  3.1563444]],0,0
"[[ 0.12367263  0.23207833  0.37008336  0.51587814 -0.23023334  0.08061616
  -0.16536148  0.03799752 -0.34041265  0.32839012]]",0,[[-2.7809246  4.2351723]],0,0
"[[ 0.40984     0.46068186  0.06940201  0.65619797 -0.44498935 -0.04284558
  -0.16360204 -0.17859963 -0.50665027 -0.35611534]]",0,[[-4.3918376  4.1467595]],0,0
"[[ 0.5676861   0.4998582   0.11066483  0.75841653 -0.2859609  -0.09769803
  -0.04205591 -0.68030137 -0.20283872  0.20046717]]",0,[[-3.6799576  5.098063 ]],0,0
"[[ 0.5564392   0.5046813   0.3972627   0.7686078  -0.2756892  -0.01826803
  -0.07943214 -0.81092995 -0.36611143  0.17572646]]",0,[[-4.599323   6.3092737]],0,0
"[[ 0.5133695   0.18869846  0.66610855  0.7276358   0.29346794 -0.3775011
   0.04951995 -0.73830956 -0.4933006   0.40306535]]",1,[[-4.3935714  6.503777 ]],0,0
"[[ 0.25496143  0.02007342  0.49830827  0.7641333  -0.3495032   0.03424546
   0.0015938   0.22116461 -0.6210444   0.5140394 ]]",0,[[-3.521775  5.265764]],0,0
"[[ 0.52756304  0.26529834  0.42172903  0.64218575  0.06505078 -0.3598218
   0.0126897   0.07807701 -0.7348716  -0.67950994]]",1,[[-4.491327  4.238983]],0,0
"[[ 0.39164084  0.4637594  -0.08691291  0.7981402   0.21651725 -0.07835422
  -0.08423537  0.51488644 -0.36242753  0.5844267 ]]",0,[[-1.3532239  3.9300518]],0,0
"[[ 0.6820363   0.5218322  -0.12090208  0.37850884  0.58694035 -0.2686238
  -0.05552747  0.17605771 -0.48245192 -0.5894054 ]]",1,[[-1.8033155  2.1785944]],0,0
"[[ 0.44651508  0.24672268  0.35127822  0.2736126   0.8725627  -0.3036552
  -0.03388506  0.44841397 -0.11850337  0.6675459 ]]",1,[[0.41804472 3.1755886 ]],0,0
"[[ 0.19223678  0.3606576   0.14183222  0.29900765  0.0797858   0.3187188
  -0.33779845  0.2050113  -0.51529187  0.3417667 ]]",0,[[-1.9786575  3.6338663]],0,0
"[[ 0.25363833  0.3685003   0.30775937  0.46560708  0.41305643 -0.20484181
  -0.08836059  0.11375462 -0.38285184 -0.28271678]]",1,[[-2.3188305  3.2175903]],0,1
"[[ 0.09291852  0.1507017  -0.13647214  0.08867335 -0.1927343   0.2695885
  -0.0850376   0.10806188 -0.13024339 -0.05495322]]",0,[[-0.45470142  0.5428052 ]],1,0
"[[ 0.28101528  0.20884481 -0.30376232  0.0739419  -0.22532852  0.2699403
  -0.05827856 -0.25294808 -0.15270028 -0.28315914]]",0,[[-0.93175864  0.36599454]],0,0
"[[ 0.35883492  0.20517595  0.02495115  0.034975   -0.1517515   0.20744985
  -0.03979055 -0.66622156 -0.10530588 -0.02815146]]",0,[[-1.4890609  1.8759358]],0,0
"[[ 0.21892987  0.03879273  0.5470986   0.35104522  0.18855985 -0.0467571
   0.01169424 -0.5814848  -0.13111418  0.29152656]]",1,[[-2.131633   3.7968354]],0,0
"[[ 0.0052126  -0.23786108  0.46811306  0.5357942   0.2802146  -0.32675537
   0.34418508  0.07115153 -0.01518996  0.40707254]]",1,[[-0.50843656  2.1604133 ]],0,0
"[[-0.18968691 -0.39156756  0.32659343  0.41017342  0.20282482 -0.04470227
   0.5779144   0.12722489  0.33074158 -0.38098276]]",1,[[ 1.5098777 -1.2373775]],0,0
"[[-0.08006669 -0.07269064  0.16027386  0.36573145 -0.21530622  0.5550844
   0.47892815  0.47652596  0.5942881  -0.29790574]]",0,[[ 3.305465  -1.6923504]],0,0
"[[-0.29218245  0.06628789  0.36183542 -0.24570115  0.07926136  0.59828967
   0.42477268  0.46980864  0.65453905 -0.71151763]]",1,[[ 4.3353314 -3.067862 ]],0,0
"[[-0.26609966  0.10070722  0.4263418  -0.57580066  0.1988709   0.51367116
   0.42403644  0.43726078  0.6800239  -0.24812388]]",1,[[ 5.0787306 -2.8447623]],0,0
"[[-0.22938175  0.10035849  0.08634017 -0.7042372  -0.04420842  0.72196364
   0.37348115  0.4003891   0.6599726  -0.13505134]]",0,[[ 5.4737034 -3.7024999]],0,0
"[[-0.32306135  0.0833675  -0.14897658 -0.7360276  -0.0600993   0.7658278
   0.3007134   0.3769752   0.5573814  -0.3069373 ]]",0,[[ 5.1920996 -4.4923253]],0,0
"[[-0.3259374   0.06387827 -0.37888587 -0.75405186 -0.06274617  0.7765943
   0.24544996  0.28234854  0.42515814 -0.3668688 ]]",0,[[ 4.7732296 -4.894966 ]],0,0
"[[-0.40025732  0.06624278 -0.04663934 -0.6002523  -0.02939464  0.89269185
   0.22756214  0.21563253  0.40580714 -0.4923449 ]]",1,[[ 4.184258  -3.8638196]],0,0
"[[-0.2395982   0.04207493 -0.25586152 -0.8306     -0.0265846   0.7891946
   0.2148666   0.09603957  0.39332393 -0.35338476]]",0,[[ 4.42592   -4.3933024]],0,0
"[[-0.31542704  0.04442037  0.17316622 -0.63195986  0.0294001   0.8918472
   0.20801394  0.07294245  0.39340976 -0.35225785]]",1,[[ 3.8942132 -2.9231563]],0,1
"[[-0.08681328  0.02745282  0.30345398  0.1326458   0.27022144 -0.04733381
   0.03748119  0.10502481  0.0311626  -0.06443629]]",1,[[-0.11094188  0.87095815]],1,0
"[[ 0.01647028  0.2344345   0.03683416  0.3038206  -0.19440398  0.2440866
  -0.12079956  0.29925114 -0.17609127  0.20964313]]",0,[[-0.8464186  1.8933172]],0,0
"[[ 0.10736816  0.3566111   0.23758714  0.35585815  0.13806547 -0.11240381
  -0.0587522   0.09722567 -0.28416762 -0.5418613 ]]",1,[[-2.1496577  2.1574087]],0,0
"[[ 0.17242911  0.3367473   0.53904617  0.4546471   0.57430947 -0.49776715
  -0.05355134  0.25714058 -0.23191382  0.5839091 ]]",1,[[-1.6628779  4.5164795]],0,0
"[[-0.02234434  0.12160433  0.44778675  0.297846    0.5039589  -0.5653521
   0.08408103  0.07794704 -0.4930037   0.37631083]]",1,[[-2.3464859  3.541573 ]],0,0
"[[-0.06467909 -0.21343908  0.40581048  0.32578132  0.5359695  -0.5305195
   0.3337837   0.06762559 -0.33401865  0.45517966]]",1,[[-1.0589062  2.1871696]],0,0
"[[ 0.00472665 -0.14033277  0.20840238  0.48085845 -0.37043953  0.27307042
   0.21108922  0.16757998 -0.28911763  0.10752004]]",0,[[-1.1765654  1.7404071]],0,0
"[[ 0.26045352  0.1857713   0.00596945  0.7155275  -0.34333825  0.3372144
   0.03603766  0.00196988 -0.48069745 -0.60028446]]",0,[[-2.7945087  2.2730012]],0,0
"[[ 0.45768136  0.3153591   0.62255627  0.6995862   0.07315232 -0.18567267
   0.01108316 -0.32055184 -0.33066428 -0.11091052]]",1,[[-3.5861857  5.220394 ]],0,0
"[[ 0.25648406  0.12424967  0.68170357  0.6569241   0.49670717 -0.5083132
   0.08287454  0.26455888 -0.46534485  0.5838107 ]]",1,[[-2.5269601  5.25852  ]],0,0
"[[ 0.05086356 -0.09203635  0.54680616  0.38651884  0.39137545 -0.4970048
   0.22864641  0.08985552 -0.5305028   0.0504548 ]]",1,[[-2.4720802  3.0724301]],0,0
"[[-0.04045473 -0.29504296  0.49177572  0.44217312  0.5261256  -0.40179598
   0.4150066   0.11360326 -0.14045486  0.4369616 ]]",1,[[-0.25103325  1.9135197 ]],0,0
"[[-0.22178954 -0.5275965   0.28621915  0.3616726   0.30253556  0.01790943
   0.67244095  0.08347515  0.40104946 -0.1904926 ]]",1,[[ 2.3975494 -1.8123866]],0,0
"[[-0.1460592  -0.26537177  0.16772468  0.27258876 -0.24586897  0.62670505
   0.60708106  0.42259073  0.7390434  -0.42513576]]",0,[[ 4.1501503 -2.9140658]],0,0
"[[-0.22534786 -0.14878117 -0.03086344 -0.4125849  -0.14502046  0.7974717
   0.5450985   0.48633346  0.7550742  -0.74655575]]",0,[[ 5.6847754 -5.2739344]],0,1
"[[-0.08681328  0.02745282  0.30345398  0.1326458   0.27022144 -0.04733381
   0.03748119  0.10502481  0.0311626  -0.06443629]]",1,[[-0.11094188  0.87095815]],1,0
"[[-0.1530743   0.0717822   0.4120959   0.2749764   0.42735574 -0.22531807
   0.09956518  0.14887014  0.09432714  0.28757444]]",1,[[0.03481893 1.7228767 ]],0,0
"[[-0.23495908  0.0081187   0.3696803   0.3261475   0.3709576  -0.3064125
   0.26267874  0.09838812  0.08639286  0.19119021]]",1,[[0.02520344 1.2461799 ]],0,0
"[[-0.2488912  -0.1109117   0.35493907  0.35480198  0.37393725 -0.25704455
   0.4463099   0.11204898  0.25279868  0.14411677]]",1,[[1.0639253 0.3198495]],0,0
"[[-0.11807522  0.13777153  0.19782388  0.47303882 -0.31812134  0.39224738
   0.28819814  0.29334545  0.24653164 -0.0301331 ]]",0,[[0.9606712 0.6031943]],0,0
"[[ 0.07278458  0.2848733  -0.09357379  0.47387984 -0.29377082  0.42716715
   0.14812453  0.05145742 -0.07567409 -0.594585  ]]",0,[[-0.57576835  0.47474718]],0,0
"[[ 0.24668194  0.3185132   0.5654679   0.28382325 -0.01070557  0.01118301
   0.08140934 -0.24320135 -0.09376276 -0.15443252]]",1,[[-1.7117217  3.2831717]],0,0
"[[ 0.07769658  0.20804562  0.6295634   0.5122773   0.37558788 -0.411937
   0.13259518  0.16703802 -0.1686393   0.49544695]]",1,[[-1.5000715  4.1508355]],0,0
"[[ 0.15359472  0.40702498  0.40544012  0.53478634 -0.42125908  0.06676815
  -0.164341    0.23942655 -0.56006205  0.15491629]]",0,[[-3.6064265  4.8472633]],0,0
"[[ 0.50282854  0.5051254  -0.15722652  0.73576176 -0.42931357 -0.1511288
  -0.07481479 -0.14204326 -0.42446932 -0.43129012]]",0,[[-3.9707658  3.4783878]],0,0
"[[ 0.6712959   0.4755839   0.6309181   0.62434435  0.07014208 -0.32056606
  -0.02582989 -0.5403918  -0.19751719  0.28506783]]",1,[[-3.5444093  6.254046 ]],0,0
"[[ 0.32644907  0.03278102  0.69849694  0.5852949   0.43594718 -0.45337713
   0.1119826   0.23519924 -0.47366256  0.5731979 ]]",1,[[-2.3917298  5.044709 ]],0,0
"[[ 0.03416733 -0.17009012  0.54920673  0.41208762  0.3501145  -0.3987258
   0.26209804  0.09948632 -0.46591362 -0.06005126]]",1,[[-2.1536045  2.597557 ]],0,0
"[[ 0.10781788  0.12192609  0.25095722  0.64667594 -0.26950958  0.22674634
  -0.00773661  0.30760914 -0.4480853   0.3252082 ]]",0,[[-2.1326826  3.5833988]],0,0
"[[ 0.4773455   0.41893753 -0.10520772  0.7413115  -0.4222273   0.113682
  -0.08783986 -0.04691953 -0.5622165  -0.59791243]]",0,[[-3.8874497  3.2489767]],0,1
"[[ 0.09291852  0.1507017  -0.13647214  0.08867335 -0.1927343   0.2695885
  -0.0850376   0.10806188 -0.13024339 -0.05495322]]",0,[[-0.45470142  0.5428052 ]],1,0
"[[ 0.28101528  0.20884481 -0.30376232  0.0739419  -0.22532852  0.2699403
  -0.05827856 -0.25294808 -0.15270028 -0.28315914]]",0,[[-0.93175864  0.36599454]],0,0
"[[ 0.35883492  0.20517595  0.02495115  0.034975   -0.1517515   0.20744985
  -0.03979055 -0.66622156 -0.10530588 -0.02815146]]",0,[[-1.4890609  1.8759358]],0,0
"[[ 0.2707646   0.20243976  0.34787816  0.3571408  -0.15099515  0.14602566
  -0.07974624 -0.7373104  -0.20741233  0.16564356]]",0,[[-2.8588188  3.9388447]],0,0
"[[ 0.205126    0.02475479  0.53492886  0.5782124   0.18383804 -0.27922153
   0.1011133  -0.49482438 -0.31244877  0.29294214]]",1,[[-3.0887918  4.429078 ]],0,0
"[[ 0.18470973  0.09692413  0.35982275  0.70146936 -0.37224358  0.10680921
   0.00414793  0.2500582  -0.51782954  0.32864082]]",0,[[-2.9528058  4.3228173]],0,0
"[[ 0.54277545  0.4516955  -0.02257725  0.76627845 -0.4679064   0.04997236
  -0.10771666 -0.11764001 -0.6321056  -0.60593545]]",0,[[-4.5571404  3.9351869]],0,0
"[[ 0.6237221   0.4753439   0.14829692  0.8421285  -0.19878216 -0.07371455
  -0.01906255 -0.7066863  -0.16818674  0.2545164 ]]",0,[[-3.5046833  5.316468 ]],0,0
"[[ 0.5882433   0.17847608  0.62690836  0.66498107  0.34876496 -0.29153204
   0.04908291 -0.6538343  -0.4659491   0.20966563]]",1,[[-3.8883326  5.8599796]],0,0
"[[ 0.24416399  0.0717914   0.50890195  0.7848642  -0.23065588  0.07231365
  -0.07546643  0.26270542 -0.5726573   0.538388  ]]",0,[[-3.3051782  5.364816 ]],0,0
"[[ 0.5839393   0.47885534  0.14841115  0.780823   -0.5134094  -0.00088141
  -0.2056398   0.00313038 -0.73372084 -0.6010005 ]]",0,[[-5.2847905  4.8392153]],0,0
"[[ 0.64883816  0.5023397   0.03970756  0.8700041  -0.22406791 -0.13645327
  -0.02448757 -0.6122642  -0.18737692  0.29149836]]",0,[[-3.5048118  5.207382 ]],0,0
"[[ 0.67309135  0.23610263  0.6068113   0.6367223   0.3463052  -0.26657805
   0.02140729 -0.6401172  -0.44916984  0.06898037]]",1,[[-3.8475935  5.742025 ]],0,0
"[[ 0.26107892  0.1381591   0.53006923  0.80250925 -0.12389123  0.05273954
  -0.1314426   0.2470519  -0.53348804  0.55129427]]",0,[[-3.2821965  5.602747 ]],0,0
"[[ 0.50935763  0.35904783  0.46056402  0.623366    0.13387862 -0.42175764
  -0.07020049  0.11213732 -0.7216718  -0.6312502 ]]",1,[[-4.632394   4.6115527]],0,1
"[[ 0.09291852  0.1507017  -0.13647214  0.08867335 -0.1927343   0.2695885
  -0.0850376   0.10806188 -0.13024339 -0.05495322]]",0,[[-0.45470142  0.5428052 ]],1,0
"[[ 0.11905151  0.207818    0.32915628  0.12048822  0.11419185  0.06684902
  -0.0483994  -0.02508257 -0.14746192 -0.34783015]]",1,[[-1.2038038  1.6898026]],0,0
"[[ 0.1482839   0.28567308 -0.00318335  0.3354769  -0.07768352  0.08262789
  -0.12172564  0.2683718  -0.24307738  0.33008635]]",0,[[-1.1423125  2.4247599]],0,0
"[[ 0.44845796  0.42829967 -0.33177915  0.41559058 -0.31326747  0.1393198
  -0.09355718 -0.06611273 -0.314105   -0.37174353]]",0,[[-2.1439013  1.7565587]],0,0
"[[ 0.58723444  0.3918705  -0.11593964  0.44262642 -0.14539914  0.07998545
  -0.02338513 -0.6532812  -0.09928934  0.01925411]]",0,[[-2.0889356  2.9729815]],0,0
"[[ 0.48173252  0.15566322  0.59849083  0.5201027   0.32484424 -0.12724826
  -0.00103604 -0.704318   -0.22949451  0.31766573]]",1,[[-2.8395293  5.09052  ]],0,0
"[[ 0.10418615 -0.2875333   0.5752731   0.59572816  0.43304306 -0.36532602
   0.33817595  0.11549813 -0.20810567  0.55992955]]",1,[[-0.9497163  3.0620136]],0,0
"[[-0.1568908  -0.4976797   0.32993189  0.41338328  0.1921503  -0.03672524
   0.6010532   0.09878291  0.20539911 -0.39481094]]",1,[[ 1.1687747 -1.1905364]],0,0
"[[-0.06350046 -0.18031515  0.16306189  0.43083107 -0.21727628  0.57056636
   0.5020444   0.47407418  0.5716183  -0.35363013]]",0,[[ 3.205604  -1.8222073]],0,0
"[[-0.27420908 -0.02179077  0.37320235 -0.22019331  0.08529806  0.64445543
   0.45557833  0.49535105  0.6831439  -0.73253864]]",1,[[ 4.586196  -3.3173728]],0,0
"[[-0.26222575  0.04266154  0.42407534 -0.58639383  0.19022277  0.61190623
   0.45573112  0.46308064  0.73261195 -0.36858794]]",1,[[ 5.4899793 -3.3652043]],0,0
"[[-0.22016709  0.05700152  0.07145521 -0.73804253 -0.02844253  0.7742108
   0.414233    0.4547413   0.7098037  -0.22552319]]",0,[[ 5.956941  -4.2499995]],0,0
"[[-0.3221362   0.05176252 -0.18061677 -0.7496569  -0.04599676  0.80081636
   0.3460423   0.43703592  0.6062483  -0.36964372]]",0,[[ 5.6545134 -4.994498 ]],0,0
"[[-0.42248458  0.05921289  0.0278934  -0.60395515  0.0010047   0.90684575
   0.32644036  0.38606995  0.5852344  -0.54996735]]",1,[[ 5.184887  -4.4313564]],0,0
"[[-0.27593455  0.04015493 -0.27827471 -0.8248157  -0.01693097  0.83503574
   0.3045671   0.36323595  0.53245425 -0.43899617]]",0,[[ 5.524246 -5.260717]],0,1
"[[-0.08681328  0.02745282  0.30345398  0.1326458   0.27022144 -0.04733381
   0.03748119  0.10502481  0.0311626  -0.06443629]]",1,[[-0.11094188  0.87095815]],1,0
"[[-0.1530743   0.0717822   0.4120959   0.2749764   0.42735574 -0.22531807
   0.09956518  0.14887014  0.09432714  0.28757444]]",1,[[0.03481893 1.7228767 ]],0,0
"[[-0.04336678  0.29880083  0.22485463  0.4491109  -0.32188338  0.20742254
  -0.1343057   0.22782531 -0.2612691   0.20209444]]",0,[[-1.9433639  3.0938554]],0,0
"[[ 0.13530685  0.43063688  0.3969441   0.5346513   0.0511382  -0.28409895
  -0.05705665  0.0572173  -0.3819704  -0.5507945 ]]",1,[[-3.4003446  3.4804125]],0,0
"[[ 0.25347415  0.39855587  0.58243084  0.57639074  0.55787957 -0.6156919
  -0.04891482  0.25847015 -0.32153302  0.6288462 ]]",1,[[-2.360745  5.379784]],0,0
"[[ 0.08814524  0.13204898  0.4944853   0.3028969   0.5075223  -0.62564456
   0.08667031  0.08527283 -0.5589825   0.3929739 ]]",1,[[-2.6547952  3.9866061]],0,0
"[[-0.0281616  -0.24160333  0.44112477  0.32476947  0.5538955  -0.5364535
   0.32246113  0.07118783 -0.36965474  0.48866954]]",1,[[-1.1757796  2.388382 ]],0,0
"[[-0.188399   -0.5496684   0.2725766   0.3195776   0.39382473 -0.15122917
   0.6255296   0.05900105  0.18303901  0.03347687]]",1,[[ 1.6325334 -1.0933791]],0,0
"[[-0.26690653 -0.6299602   0.20274018  0.26087207  0.3275181   0.42338267
   0.79144615  0.15326408  0.7314374  -0.37118807]]",1,[[ 4.73418   -3.8402896]],0,0
"[[-0.20031862 -0.44869187  0.13874161 -0.31656575 -0.1324643   0.7939843
   0.76585656  0.51880485  0.9014352  -0.61685014]]",0,[[ 6.5347424 -5.623189 ]],0,0
"[[-0.30897975 -0.3301412  -0.02870135 -0.7279341  -0.05271277  0.8838026
   0.7334394   0.6415015   0.8900608  -0.7623463 ]]",0,[[ 7.5947204 -7.12651  ]],0,0
"[[-0.4086796  -0.26617065  0.15021092 -0.6593208  -0.00608503  0.96242595
   0.7271412   0.6041242   0.8729291  -0.8482041 ]]",1,[[ 7.3326063 -6.5835133]],0,0
"[[-0.3618244  -0.19162448  0.25993016 -0.7243113   0.04258583  0.9725043
   0.7307556   0.6029527   0.8996237  -0.85360557]]",1,[[ 7.4995427 -6.3033957]],0,0
"[[-0.33813444 -0.13008505  0.31947544 -0.7332427   0.07645872  0.97663677
   0.72929937  0.59649754  0.90466636 -0.82612973]]",1,[[ 7.526231 -5.994462]],0,0
"[[-0.25270447 -0.07230801 -0.05441463 -0.85099787  0.01202484  0.9283427
   0.70846575  0.66719526  0.8512782  -0.6928964 ]]",0,[[ 7.8769026 -6.7649994]],0,1
"[[-0.08681328  0.02745282  0.30345398  0.1326458   0.27022144 -0.04733381
   0.03748119  0.10502481  0.0311626  -0.06443629]]",1,[[-0.11094188  0.87095815]],1,0
"[[-0.1530743   0.0717822   0.4120959   0.2749764   0.42735574 -0.22531807
   0.09956518  0.14887014  0.09432714  0.28757444]]",1,[[0.03481893 1.7228767 ]],0,0
"[[-0.04336678  0.29880083  0.22485463  0.4491109  -0.32188338  0.20742254
  -0.1343057   0.22782531 -0.2612691   0.20209444]]",0,[[-1.9433639  3.0938554]],0,0
"[[ 0.13530685  0.43063688  0.3969441   0.5346513   0.0511382  -0.28409895
  -0.05705665  0.0572173  -0.3819704  -0.5507945 ]]",1,[[-3.4003446  3.4804125]],0,0
"[[ 0.29580876  0.5077523  -0.17135507  0.7072039   0.01653602 -0.24441166
  -0.10655234  0.37224653 -0.29367536  0.52015305]]",0,[[-1.8825376  3.6463366]],0,0
