states,words,logit_seq,reset_bool,ind_seq,state_list_sm
"[[ 0.36951557  0.38460112  0.4324731   0.62649435 -0.18710159  0.09424645
  -0.17928055  0.18476489 -0.42022368  0.46268055]]",0,[[-2.870315  5.37791 ]],0,0,[0.00026165 0.99973835]
"[[ 0.54551786  0.50750655  0.48950034  0.5633992   0.20700838 -0.38080725
  -0.09209784  0.02961271 -0.58165413 -0.51703995]]",1,[[-4.1021633  4.8387213]],0,0,[0.00013091 0.99986909]
"[[ 0.37766442  0.5292715  -0.1036197   0.7207442   0.23724538 -0.19068918
  -0.12166065  0.49100932 -0.28204378  0.5950802 ]]",0,[[-1.3053455  3.8401766]],0,1,[0.00579169 0.99420831]
"[[-0.08681328  0.02745282  0.30345398  0.1326458   0.27022144 -0.04733381
   0.03748119  0.10502481  0.0311626  -0.06443629]]",1,[[-0.11094188  0.87095815]],1,0,[0.27251494 0.72748506]
"[[-0.1530743   0.0717822   0.4120959   0.2749764   0.42735574 -0.22531807
   0.09956518  0.14887014  0.09432714  0.28757444]]",1,[[0.03481893 1.7228767 ]],0,0,[0.15603143 0.84396857]
"[[-0.23495908  0.0081187   0.3696803   0.3261475   0.3709576  -0.3064125
   0.26267874  0.09838812  0.08639286  0.19119021]]",1,[[0.02520344 1.2461799 ]],0,0,[0.22776466 0.77223534]
"[[-0.2488912  -0.1109117   0.35493907  0.35480198  0.37393725 -0.25704455
   0.4463099   0.11204898  0.25279868  0.14411677]]",1,[[1.0639253 0.3198495]],0,0,[0.67788648 0.32211352]
"[[-0.29035166 -0.22550933  0.3101486   0.33706364  0.34733367  0.0089416
   0.61486405  0.13668543  0.566043   -0.05676892]]",1,[[ 2.8889773 -1.379019 ]],0,0,[0.98618374 0.01381626]
"[[-0.32385182 -0.21846938  0.29688635  0.14519303  0.31735417  0.3795174
   0.6980805   0.21933158  0.81783384 -0.27862155]]",1,[[ 4.8106604 -2.9822917]],0,0,[0.99958754 0.00041246]
"[[-0.23482192 -0.03946966  0.18832244 -0.40653154 -0.12334183  0.74930805
   0.65048873  0.4938867   0.8762869  -0.4059552 ]]",0,[[ 6.1970806 -4.351654 ]],0,0,[0.99997377 0.00002623]
"[[-0.34401006 -0.00448618 -0.06070949 -0.71663266 -0.06502154  0.8433748
   0.5885826   0.5493626   0.8088062  -0.6025765 ]]",0,[[ 6.800152 -5.900752]],0,0,[0.99999695 0.00000305]
