states,words,logit_seq,reset_bool,ind_seq,state_list_sm
"[[-0.21581025 -0.29129297  0.1817424  -0.45970574 -0.10591686  0.81464994
   0.7286442   0.5464519   0.9116271  -0.59773123]]",0,[[ 6.7565417 -5.4831448]],0,0,[0.99999517 0.00000483]
"[[-0.40037188 -0.2139083   0.29056543 -0.63483876  0.01752827  0.9252001
   0.7083306   0.56261444  0.9129922  -0.7848703 ]]",1,[[ 7.1500926 -5.9427752]],0,0,[0.99999794 0.00000206]
"[[-0.33608493 -0.1381116   0.3287289  -0.7137085   0.05853644  0.9522004
   0.70839703  0.5448838   0.91478735 -0.77066636]]",1,[[ 7.3402753 -5.7844872]],0,0,[0.999998 0.000002]
"[[-0.32697147 -0.08619379  0.37021837 -0.7262006   0.08906516  0.96374094
   0.702064    0.5453779   0.91035956 -0.72408366]]",1,[[ 7.37848  -5.524666]],0,1,[0.99999751 0.00000249]
"[[-0.08681328  0.02745282  0.30345398  0.1326458   0.27022144 -0.04733381
   0.03748119  0.10502481  0.0311626  -0.06443629]]",1,[[-0.11094188  0.87095815]],1,0,[0.27251494 0.72748506]
"[[-0.1530743   0.0717822   0.4120959   0.2749764   0.42735574 -0.22531807
   0.09956518  0.14887014  0.09432714  0.28757444]]",1,[[0.03481893 1.7228767 ]],0,0,[0.15603143 0.84396857]
"[[-0.04336678  0.29880083  0.22485463  0.4491109  -0.32188338  0.20742254
  -0.1343057   0.22782531 -0.2612691   0.20209444]]",0,[[-1.9433639  3.0938554]],0,0,[0.0064499 0.9935501]
"[[ 0.30465385  0.41324517 -0.14947024  0.6580802  -0.40107936  0.00976179
  -0.08583233 -0.12004879 -0.35159627 -0.46580794]]",0,[[-3.3386073  2.668716 ]],0,0,[0.00245463 0.99754537]
"[[ 0.5346433   0.4692293   0.02840145  0.7244374  -0.260014   -0.02889162
  -0.03136706 -0.66951966 -0.15084083  0.0946601 ]]",0,[[-3.2361343  4.3837094]],0,0,[0.00049038 0.99950962]
"[[ 0.5244338   0.47232893  0.3932584   0.7663695  -0.22380593  0.00305596
  -0.066956   -0.8248071  -0.30801436  0.1925852 ]]",0,[[-4.2847705  6.0649595]],0,0,[0.000032 0.999968]
"[[ 0.46538723  0.15990628  0.6537118   0.7213131   0.30704126 -0.3784633
   0.07169661 -0.7115089  -0.48804572  0.40078777]]",1,[[-4.246403   6.2728953]],0,0,[0.00002701 0.99997299]
"[[ 0.18395558 -0.38329956  0.577933    0.6029102   0.4461452  -0.4292345
   0.44231743  0.18485168 -0.37157175  0.57028353]]",1,[[-1.1286256  3.1059642]],0,0,[0.01427891 0.98572109]
"[[ 0.09682066 -0.2277834   0.2824841   0.5915221  -0.48478404  0.40951046
   0.25291055  0.22574541 -0.30443016 -0.39149845]]",0,[[-1.4232439  1.3104925]],0,0,[0.06101176 0.93898824]
"[[ 0.33554965  0.08289385  0.00948659  0.7808267  -0.2663648   0.3654562
   0.11692069  0.04687886 -0.4251737  -0.6717284 ]]",0,[[-2.2984874  1.8692163]],0,0,[0.01525157 0.98474843]
"[[ 0.4842244   0.25892642  0.6252539   0.653509    0.18612061 -0.13423306
   0.05829708 -0.18493149 -0.3367009  -0.14185941]]",1,[[-2.9404416  4.741721 ]],0,0,[0.00046076 0.99953924]
"[[ 0.23028408  0.11291914  0.6820738   0.6298689   0.5565841  -0.46591353
   0.09491809  0.30172423 -0.41765928  0.58143765]]",1,[[-2.0921566  4.957007 ]],0,0,[0.00086738 0.99913262]
"[[-0.00254729 -0.0854285   0.5405021   0.37723374  0.40614206 -0.46545264
   0.23172954  0.08312031 -0.48654374  0.05987526]]",1,[[-2.2495239  2.8993716]],0,0,[0.0057723 0.9942277]
"[[-0.06458155 -0.28145948  0.48234826  0.4396049   0.5145293  -0.40076694
   0.42784837  0.1082841  -0.10127572  0.4288488 ]]",1,[[-0.12520638  1.7900347 ]],0,0,[0.12839319 0.87160681]
"[[-0.23130928 -0.51627135  0.2830775   0.3584734   0.29736587  0.01696843
   0.6814549   0.08514366  0.42579043 -0.19022715]]",1,[[ 2.4904287 -1.8728365]],0,1,[0.98742345 0.01257655]
"[[-0.08681328  0.02745282  0.30345398  0.1326458   0.27022144 -0.04733381
   0.03748119  0.10502481  0.0311626  -0.06443629]]",1,[[-0.11094188  0.87095815]],1,0,[0.27251494 0.72748506]
"[[ 0.01647028  0.2344345   0.03683416  0.3038206  -0.19440398  0.2440866
  -0.12079956  0.29925114 -0.17609127  0.20964313]]",0,[[-0.8464186  1.8933172]],0,0,[0.06066896 0.93933104]
"[[ 0.30813137  0.33959678 -0.30192062  0.41949177 -0.33881983  0.17968015
  -0.07700989 -0.06074158 -0.2647802  -0.43937582]]",0,[[-2.002518   1.3069355]],0,0,[0.0352483 0.9647517]
"[[ 0.50430477  0.3431611  -0.07819686  0.4195708  -0.21398589  0.09967505
  -0.02760044 -0.63451725 -0.10864346 -0.06102568]]",0,[[-2.2231154  2.7771397]],0,0,[0.00669116 0.99330884]
"[[ 0.44604552  0.3414888   0.3740013   0.6091214  -0.1511075   0.07809637
  -0.0583507  -0.81245595 -0.21971218  0.19535689]]",0,[[-3.4661815  5.0980363]],0,0,[0.00019078 0.99980922]
"[[ 0.3589409   0.36780956  0.46374467  0.77284205 -0.2900321  -0.0449305
  -0.11360206 -0.7756323  -0.47874293  0.2950157 ]]",0,[[-5.0701594  6.450148 ]],0,0,[0.00000993 0.99999007]
"[[ 0.44696578  0.09905126  0.59179956  0.7023438   0.19722503 -0.42089427
   0.11619288 -0.58925116 -0.5680707   0.21342774]]",1,[[-4.4329033  5.725683 ]],0,0,[0.00003874 0.99996126]
"[[ 0.22319156 -0.3730042   0.58201915  0.60832363  0.48704025 -0.41473645
   0.41683027  0.19436255 -0.38077575  0.5495893 ]]",1,[[-1.1340095  3.1779633]],0,0,[0.0132297 0.9867703]
"[[ 0.10792896 -0.20805442  0.29380766  0.59169376 -0.471103    0.41806635
   0.20494902  0.23301588 -0.33455265 -0.36111918]]",0,[[-1.5835656  1.5451714]],0,0,[0.04193732 0.95806268]
"[[ 0.34948736  0.10419723 -0.0081692   0.78291225 -0.2731491   0.33385885
   0.07914915  0.03577086 -0.45532575 -0.6607771 ]]",0,[[-2.5514576  2.0399034]],0,0,[0.01003728 0.98996272]
"[[ 0.50536335  0.2726452   0.62658817  0.66805273  0.18235433 -0.16460249
   0.03435451 -0.22046395 -0.34187475 -0.09827418]]",1,[[-3.1333728  4.979678 ]],0,0,[0.00029951 0.99970049]
"[[ 0.24369322  0.09574581  0.68590754  0.6300013   0.54893404 -0.47441378
   0.08573572  0.29897827 -0.44215846  0.58498454]]",1,[[-2.2166183  5.024801 ]],0,0,[0.00071578 0.99928422]
"[[ 0.00460065 -0.10287644  0.5421719   0.37992278  0.39747638 -0.4655081
   0.22786513  0.08219822 -0.49645445  0.04726573]]",1,[[-2.3121712  2.8958797]],0,0,[0.00544255 0.99455745]
"[[ 0.10583681  0.1278221   0.26467985  0.61080647 -0.28039536  0.17044395
  -0.02866808  0.26155704 -0.49586153  0.37653053]]",0,[[-2.4505525  3.829331 ]],0,0,[0.00187011 0.99812989]
"[[ 0.32741603  0.33892727  0.36477053  0.5893335   0.14037395 -0.26754653
  -0.01584926  0.08843841 -0.5873448  -0.65215737]]",1,[[-3.7262475  3.61097  ]],0,1,[0.00065044 0.99934956]
"[[ 0.09291852  0.1507017  -0.13647214  0.08867335 -0.1927343   0.2695885
  -0.0850376   0.10806188 -0.13024339 -0.05495322]]",0,[[-0.45470142  0.5428052 ]],1,0,[0.26943193 0.73056807]
"[[ 0.11905151  0.207818    0.32915628  0.12048822  0.11419185  0.06684902
  -0.0483994  -0.02508257 -0.14746192 -0.34783015]]",1,[[-1.2038038  1.6898026]],0,0,[0.05247053 0.94752947]
"[[ 0.1482839   0.28567308 -0.00318335  0.3354769  -0.07768352  0.08262789
  -0.12172564  0.2683718  -0.24307738  0.33008635]]",0,[[-1.1423125  2.4247599]],0,0,[0.0274629 0.9725371]
"[[ 0.44845796  0.42829967 -0.33177915  0.41559058 -0.31326747  0.1393198
  -0.09355718 -0.06611273 -0.314105   -0.37174353]]",0,[[-2.1439013  1.7565587]],0,0,[0.01983136 0.98016864]
"[[ 0.58723444  0.3918705  -0.11593964  0.44262642 -0.14539914  0.07998545
  -0.02338513 -0.6532812  -0.09928934  0.01925411]]",0,[[-2.0889356  2.9729815]],0,0,[0.00629355 0.99370645]
"[[ 0.48957947  0.36743426  0.34788328  0.6120391  -0.10402197  0.08602715
  -0.05782945 -0.81451    -0.22006561  0.22448735]]",0,[[-3.3378556  5.1365438]],0,0,[0.0002087 0.9997913]
"[[ 0.37640676  0.07217339  0.61352986  0.66196936  0.32869548 -0.32750294
   0.09798569 -0.6125407  -0.43084803  0.38486016]]",1,[[-3.6164267  5.484788 ]],0,0,[0.00011152 0.99988848]
"[[ 0.12086243 -0.40077922  0.5311099   0.57523626  0.42469764 -0.3880646
   0.4633779   0.17981325 -0.2625637   0.51123196]]",1,[[-0.6712414  2.497406 ]],0,0,[0.04036277 0.95963723]
"[[ 0.05035559 -0.21945843  0.25795707  0.58021456 -0.47349852  0.42554152
   0.28939614  0.23835738 -0.14839746 -0.39617264]]",0,[[-0.78025174  0.8099018 ]],0,0,[0.1693623 0.8306377]
"[[ 0.2840946   0.05867931  0.00293887  0.71050715 -0.26007488  0.42566812
   0.157839    0.0671119  -0.30488735 -0.6832416 ]]",0,[[-1.5854248  1.2547406]],0,0,[0.05519191 0.94480809]
"[[ 0.41513106  0.2255466   0.6152834   0.5154437   0.14507163 -0.03313132
   0.09228817 -0.14641486 -0.25785822 -0.21568957]]",1,[[-2.2586372  3.9358373]],0,0,[0.00203652 0.99796348]
"[[ 0.25030136  0.40225744  0.24630487  0.6942103  -0.14807843  0.03629343
  -0.09870618  0.406262   -0.46538356  0.46901926]]",0,[[-2.4508066  4.682601 ]],0,0,[0.00079736 0.99920264]
"[[ 0.5627119   0.54256773  0.2741981   0.49162132  0.28079638 -0.3803461
  -0.05270942  0.08667372 -0.5396545  -0.6169242 ]]",1,[[-3.400442  3.808361]],0,0,[0.0007395 0.9992605]
"[[ 0.40125588  0.3287097   0.57798886  0.51204455  0.74860686 -0.5377411
  -0.04202823  0.37270203 -0.22464517  0.6781739 ]]",1,[[-1.2797992  4.8899155]],0,0,[0.00208747 0.99791253]
"[[ 0.02607159  0.06581446  0.4727282   0.27950826  0.61232114 -0.47680396
   0.02812885  0.07939608 -0.5331919   0.39509296]]",1,[[-2.2406583  3.5923624]],0,1,[0.00292066 0.99707934]
"[[ 0.09291852  0.1507017  -0.13647214  0.08867335 -0.1927343   0.2695885
  -0.0850376   0.10806188 -0.13024339 -0.05495322]]",0,[[-0.45470142  0.5428052 ]],1,0,[0.26943193 0.73056807]
"[[ 0.11905151  0.207818    0.32915628  0.12048822  0.11419185  0.06684902
  -0.0483994  -0.02508257 -0.14746192 -0.34783015]]",1,[[-1.2038038  1.6898026]],0,0,[0.05247053 0.94752947]
"[[ 0.02600385  0.20763092  0.57419235  0.32996097  0.45348784 -0.33500347
  -0.04581195  0.1737112  -0.15411095  0.48512155]]",1,[[-1.3232427  3.7206144]],0,0,[0.00640751 0.99359249]
"[[ 0.08762371  0.3900074   0.34958094  0.47320774 -0.3813864   0.01545458
  -0.2750252   0.18819574 -0.5257388   0.30635637]]",0,[[-3.6888025  4.8333044]],0,0,[0.00019898 0.99980102]
"[[ 0.35488     0.48067003  0.45246482  0.5299089   0.05094108 -0.4328413
  -0.07248879  0.01188424 -0.47167167 -0.48208874]]",1,[[-4.0266466  4.3637104]],0,0,[0.00022699 0.99977301]
"[[ 0.35411954  0.5312558  -0.10933684  0.69335437  0.05107371 -0.22150512
  -0.12748335  0.40902033 -0.30409434  0.5581714 ]]",0,[[-1.827895   3.9404593]],0,0,[0.00311516 0.99688484]
"[[ 0.6604035   0.57276845 -0.06518403  0.33559734  0.4849919  -0.35809913
  -0.05529099  0.09708155 -0.38807324 -0.5312902 ]]",1,[[-1.945324   2.4092808]],0,0,[0.01268455 0.98731545]
"[[ 0.4595965   0.4534802  -0.41751617  0.4148552   0.6330649   0.10944209
  -0.05300236  0.5422947  -0.08960167  0.53237945]]",0,[[1.4829149 1.3029542]],0,0,[0.54486915 0.45513085]
"[[ 0.6385953   0.53078085 -0.72532386  0.03519283  0.40002605  0.38436207
  -0.07000414  0.3359473  -0.2025553  -0.25423184]]",0,[[ 1.491034   -0.67678845]],0,0,[0.89732251 0.10267749]
"[[ 0.5542726   0.40389436 -0.47372606 -0.27796477  0.7009405   0.3450726
  -0.01965405  0.27251706 -0.04867007  0.30265766]]",1,[[ 2.8888793 -0.6075229]],0,0,[0.97058523 0.02941477]
"[[ 0.35196522  0.26459786 -0.7335462  -0.4413423   0.5961374   0.4675498
  -0.04209023  0.32354355 -0.07609589  0.20554447]]",0,[[ 3.3440602 -2.250095 ]],0,0,[0.99629424 0.00370576]
"[[ 0.29063907  0.20148058 -0.85491997 -0.5153963   0.54317546  0.53496
  -0.03113545  0.23611738 -0.05086579  0.06110149]]",0,[[ 3.5212157 -3.1215057]],0,0,[0.99869822 0.00130178]
"[[ 0.23393068  0.15302895 -0.89884984 -0.57965916  0.5204244   0.5649153
  -0.02508514  0.10260558 -0.03621776  0.02643025]]",0,[[ 3.524431  -3.4997234]],0,0,[0.99911067 0.00088933]
"[[ 0.18266587  0.11412426 -0.8999351  -0.61199945  0.4896298   0.566138
  -0.02383337 -0.06308051 -0.03015139  0.03016681]]",0,[[ 3.3017397 -3.5449705]],0,0,[0.99893818 0.00106182]
"[[ 0.13993205  0.08574089 -0.8817704  -0.6336489   0.44620085  0.54917693
  -0.02541635 -0.22909386 -0.02701774  0.04505788]]",0,[[ 2.9784007 -3.4424434]],0,1,[0.99837536 0.00162464]
"[[ 0.09291852  0.1507017  -0.13647214  0.08867335 -0.1927343   0.2695885
  -0.0850376   0.10806188 -0.13024339 -0.05495322]]",0,[[-0.45470142  0.5428052 ]],1,0,[0.26943193 0.73056807]
"[[ 0.28101528  0.20884481 -0.30376232  0.0739419  -0.22532852  0.2699403
  -0.05827856 -0.25294808 -0.15270028 -0.28315914]]",0,[[-0.93175864  0.36599454]],0,0,[0.2145434 0.7854566]
"[[ 0.28096274  0.17166124  0.5187971   0.09433161  0.06019825  0.08497585
  -0.03632811 -0.48318994 -0.11342038  0.05275572]]",1,[[-1.7047681  3.1563444]],0,0,[0.00768239 0.99231761]
"[[ 0.12367263  0.23207833  0.37008336  0.51587814 -0.23023334  0.08061616
  -0.16536148  0.03799752 -0.34041265  0.32839012]]",0,[[-2.7809246  4.2351723]],0,0,[0.00089652 0.99910348]
"[[ 2.7753067e-01  3.8227698e-01  4.7377396e-01  5.3208607e-01
   7.8444138e-02 -3.7146643e-01 -6.6175975e-02  2.9017520e-04
  -5.1639450e-01 -4.4959596e-01]]",1,[[-4.00831   4.232938]],0,0,[0.00026349 0.99973651]
"[[ 0.28497562  0.2912364   0.6237699   0.5701337   0.58540875 -0.6130788
  -0.03874252  0.25400093 -0.38282436  0.6431702 ]]",1,[[-2.4757595  5.4137206]],0,0,[0.00037452 0.99962548]
"[[ 0.06150011  0.00498421  0.51677996  0.31261328  0.47690198 -0.5904225
   0.12226378  0.07747047 -0.5628262   0.3562884 ]]",1,[[-2.6113164  3.7006927]],0,0,[0.0018111 0.9981889]
"[[-0.05983025 -0.3145106   0.43279833  0.35000458  0.49760127 -0.47685105
   0.37758687  0.07039367 -0.28637278  0.41517133]]",1,[[-0.8318596  1.8992801]],0,0,[0.06116069 0.93883931]
"[[-0.2064548  -0.56935406  0.26434758  0.34354153  0.34946156 -0.05330455
   0.66346896  0.07048567  0.31528702 -0.09604876]]",1,[[ 2.151496  -1.6473192]],0,0,[0.97809336 0.02190664]
"[[-0.2711611  -0.5962799   0.22230011  0.20055439  0.3146847   0.4931415
   0.7886616   0.1968502   0.7870768  -0.4207855 ]]",1,[[ 5.1097093 -4.0804276]],0,0,[0.99989797 0.00010203]
"[[-0.2069598  -0.41983795  0.15021172 -0.42885837 -0.10960639  0.8150521
   0.7637324   0.5365073   0.91362625 -0.62903655]]",0,[[ 6.8190594 -5.840396 ]],0,0,[0.99999682 0.00000318]
"[[-0.30760297 -0.30035263 -0.03096744 -0.7524183  -0.04458937  0.8883081
   0.73140746  0.643102    0.88728845 -0.7444527 ]]",0,[[ 7.6517673 -7.098197 ]],0,0,[0.99999961 0.00000039]
"[[-0.41627437 -0.24645263  0.14290187 -0.65867525 -0.00252032  0.9635495
   0.7235828   0.607049    0.87022203 -0.8420853 ]]",1,[[ 7.333213 -6.559128]],0,0,[0.99999907 0.00000093]
"[[-0.36832824 -0.1767334   0.25622067 -0.7230213   0.04575457  0.9729693
   0.7278292   0.6066291   0.89815426 -0.8492439 ]]",1,[[ 7.4998183 -6.281437 ]],0,0,[0.99999897 0.00000103]
"[[-0.34269154 -0.11873752  0.31651872 -0.7317353   0.07932658  0.9768451
   0.72686666  0.59885997  0.9035123  -0.82065535]]",1,[[ 7.5261116 -5.9730997]],0,1,[0.99999863 0.00000137]
"[[ 0.09291852  0.1507017  -0.13647214  0.08867335 -0.1927343   0.2695885
  -0.0850376   0.10806188 -0.13024339 -0.05495322]]",0,[[-0.45470142  0.5428052 ]],1,0,[0.26943193 0.73056807]
"[[ 0.28101528  0.20884481 -0.30376232  0.0739419  -0.22532852  0.2699403
  -0.05827856 -0.25294808 -0.15270028 -0.28315914]]",0,[[-0.93175864  0.36599454]],0,0,[0.2145434 0.7854566]
"[[ 0.35883492  0.20517595  0.02495115  0.034975   -0.1517515   0.20744985
  -0.03979055 -0.66622156 -0.10530588 -0.02815146]]",0,[[-1.4890609  1.8759358]],0,0,[0.0334075 0.9665925]
"[[ 0.2707646   0.20243976  0.34787816  0.3571408  -0.15099515  0.14602566
  -0.07974624 -0.7373104  -0.20741233  0.16564356]]",0,[[-2.8588188  3.9388447]],0,0,[0.00111514 0.99888486]
"[[ 0.205126    0.02475479  0.53492886  0.5782124   0.18383804 -0.27922153
   0.1011133  -0.49482438 -0.31244877  0.29294214]]",1,[[-3.0887918  4.429078 ]],0,0,[0.00054299 0.99945701]
"[[ 0.18470973  0.09692413  0.35982275  0.70146936 -0.37224358  0.10680921
   0.00414793  0.2500582  -0.51782954  0.32864082]]",0,[[-2.9528058  4.3228173]],0,0,[0.00069173 0.99930827]
"[[ 0.4430418   0.34667674  0.42509618  0.6273395   0.09006182 -0.31418204
  -0.00698772  0.05937034 -0.63037586 -0.66570663]]",1,[[-4.1427493  4.1201544]],0,0,[0.00025784 0.99974216]
"[[ 0.36384302  0.28894085  0.6212009   0.64886004  0.6403632  -0.56266963
  -0.02172026  0.34730926 -0.37176841  0.6639503 ]]",1,[[-2.1722114  5.482666 ]],0,0,[0.0004735 0.9995265]
"[[ 0.32791352  0.43424803  0.404738    0.49173832 -0.33575866  0.05036435
  -0.3235585   0.21038365 -0.6545624   0.27703458]]",0,[[-4.0748315  5.5711136]],0,0,[0.00006468 0.99993532]
"[[ 0.5769738   0.48281676 -0.14156659  0.72213775 -0.42396715 -0.14849678
  -0.08122616 -0.15977511 -0.38967314 -0.3460987 ]]",0,[[-3.831648   3.6045175]],0,0,[0.00058919 0.99941081]
"[[ 0.6973505   0.47399002  0.6308631   0.6147254   0.10760615 -0.29685697
  -0.03632726 -0.5536945  -0.2291512   0.2174513 ]]",1,[[-3.5952394  6.21747  ]],0,0,[0.00005475 0.99994525]
"[[ 0.3306255   0.02337781  0.71738786  0.6007682   0.480186   -0.45461392
   0.09248394  0.23444964 -0.4661495   0.6031892 ]]",1,[[-2.3821208  5.1491013]],0,0,[0.0005358 0.9994642]
"[[ 0.02548997 -0.1858965   0.5528199   0.4083544   0.3358459  -0.40326655
   0.25755182  0.09287033 -0.469158   -0.03880182]]",1,[[-2.2018533  2.6192617]],0,0,[0.00799339 0.99200661]
"[[ 0.10392076  0.1092869   0.26229873  0.6467615  -0.2893626   0.22515666
  -0.0072402   0.2989645  -0.44846043  0.29822397]]",0,[[-2.2042363  3.5694737]],0,0,[0.00309857 0.99690143]
"[[ 0.47099176  0.41175675 -0.09850834  0.7484891  -0.42272124  0.10825878
  -0.08721995 -0.05204795 -0.56433827 -0.5993089 ]]",0,[[-3.9299817  3.2703834]],0,1,[0.00074576 0.99925424]
"[[-0.08681328  0.02745282  0.30345398  0.1326458   0.27022144 -0.04733381
   0.03748119  0.10502481  0.0311626  -0.06443629]]",1,[[-0.11094188  0.87095815]],1,0,[0.27251494 0.72748506]
"[[ 0.01647028  0.2344345   0.03683416  0.3038206  -0.19440398  0.2440866
  -0.12079956  0.29925114 -0.17609127  0.20964313]]",0,[[-0.8464186  1.8933172]],0,0,[0.06066896 0.93933104]
"[[ 0.30813137  0.33959678 -0.30192062  0.41949177 -0.33881983  0.17968015
  -0.07700989 -0.06074158 -0.2647802  -0.43937582]]",0,[[-2.002518   1.3069355]],0,0,[0.0352483 0.9647517]
"[[ 0.50430477  0.3431611  -0.07819686  0.4195708  -0.21398589  0.09967505
  -0.02760044 -0.63451725 -0.10864346 -0.06102568]]",0,[[-2.2231154  2.7771397]],0,0,[0.00669116 0.99330884]
"[[ 0.44604552  0.3414888   0.3740013   0.6091214  -0.1511075   0.07809637
  -0.0583507  -0.81245595 -0.21971218  0.19535689]]",0,[[-3.4661815  5.0980363]],0,0,[0.00019078 0.99980922]
"[[ 0.35021323  0.06947345  0.60627115  0.66522     0.28354058 -0.3400968
   0.10193902 -0.6154971  -0.4263106   0.36648124]]",1,[[-3.7035253  5.433382 ]],0,0,[0.00010761 0.99989239]
"[[ 0.21097556  0.00593431  0.4213587   0.7312681  -0.3684356   0.10167348
   0.0383566   0.2673564  -0.57766086  0.44415674]]",0,[[-3.0457637  4.6091585]],0,0,[0.00047348 0.99952652]
"[[ 0.56615543  0.42708755  0.06402999  0.77905923 -0.49238005  0.0917649
  -0.13416366 -0.05870979 -0.7161759  -0.62425673]]",0,[[-4.8494325  4.2915316]],0,0,[0.00010717 0.99989283]
"[[ 0.6730249   0.43324783  0.6614978   0.7789426   0.01978367 -0.32458824
  -0.02444217 -0.5096969  -0.2640842   0.30181968]]",1,[[-4.0313764  6.713852 ]],0,0,[0.00002155 0.99997845]
"[[ 0.38825414  0.04278531  0.69161904  0.62826914  0.40463653 -0.47025982
   0.11058656  0.25182122 -0.56076086  0.5163129 ]]",1,[[-2.7818637  5.2918444]],0,0,[0.00031153 0.99968847]
"[[ 0.31375575  0.28506234  0.4566786   0.6143845  -0.41724327  0.1680083
  -0.24082117  0.26394475 -0.7001294  -0.00857472]]",0,[[-4.1910367  5.152792 ]],0,0,[0.0000875 0.9999125]
"[[ 0.56850296  0.45477334 -0.18399073  0.81504464 -0.38495865 -0.14513062
  -0.07861917 -0.12929085 -0.46948758 -0.42729515]]",0,[[-4.08726   3.586578]],0,0,[0.00046461 0.99953539]
"[[ 0.71793514  0.43679622  0.6308078   0.6522805   0.15834464 -0.30114493
  -0.02732462 -0.5261548  -0.23117073  0.2519947 ]]",1,[[-3.4983313  6.229114 ]],0,0,[0.00005962 0.99994038]
"[[ 0.33442476 -0.0161955   0.7110675   0.60290587  0.49164155 -0.4398638
   0.11011853  0.26896155 -0.48151356  0.5972972 ]]",1,[[-2.2775197  5.0113597]],0,0,[0.00068263 0.99931737]
"[[ 0.01457369 -0.20760764  0.5432295   0.41199437  0.33990547 -0.36372334
   0.26383904  0.09114391 -0.45185935 -0.10543831]]",1,[[-2.0868113  2.3893452]],0,1,[0.01124908 0.98875092]
"[[-0.08681328  0.02745282  0.30345398  0.1326458   0.27022144 -0.04733381
   0.03748119  0.10502481  0.0311626  -0.06443629]]",1,[[-0.11094188  0.87095815]],1,0,[0.27251494 0.72748506]
"[[-0.1530743   0.0717822   0.4120959   0.2749764   0.42735574 -0.22531807
   0.09956518  0.14887014  0.09432714  0.28757444]]",1,[[0.03481893 1.7228767 ]],0,0,[0.15603143 0.84396857]
"[[-0.04336678  0.29880083  0.22485463  0.4491109  -0.32188338  0.20742254
  -0.1343057   0.22782531 -0.2612691   0.20209444]]",0,[[-1.9433639  3.0938554]],0,0,[0.0064499 0.9935501]
"[[ 0.13530685  0.43063688  0.3969441   0.5346513   0.0511382  -0.28409895
  -0.05705665  0.0572173  -0.3819704  -0.5507945 ]]",1,[[-3.4003446  3.4804125]],0,0,[0.00102631 0.99897369]
"[[ 0.25347415  0.39855587  0.58243084  0.57639074  0.55787957 -0.6156919
  -0.04891482  0.25847015 -0.32153302  0.6288462 ]]",1,[[-2.360745  5.379784]],0,0,[0.00043465 0.99956535]
"[[ 0.08814524  0.13204898  0.4944853   0.3028969   0.5075223  -0.62564456
   0.08667031  0.08527283 -0.5589825   0.3929739 ]]",1,[[-2.6547952  3.9866061]],0,0,[0.0013035 0.9986965]
"[[ 0.1620352   0.177993    0.26748037  0.4883988  -0.2722771   0.03926095
  -0.13133228  0.18708764 -0.571472    0.45167187]]",0,[[-3.0541928  4.2875676]],0,0,[0.00064749 0.99935251]
"[[ 0.48576874  0.42700458 -0.04006279  0.68403506 -0.4475285   0.00886256
  -0.12845415 -0.07544798 -0.5565221  -0.501397  ]]",0,[[-4.1847463  3.628405 ]],0,0,[0.00040422 0.99959578]
"[[ 0.6319788   0.43201536  0.63816744  0.6800153   0.04536628 -0.31091693
  -0.03613878 -0.48444125 -0.24883042  0.24114197]]",1,[[-3.7768302  6.2694674]],0,0,[0.00004334 0.99995666]
"[[ 0.32995486  0.0539385   0.69164795  0.6023383   0.42568702 -0.472942
   0.08588453  0.24448475 -0.5189556   0.55237544]]",1,[[-2.6631577  5.207781 ]],0,0,[0.00038153 0.99961847]
"[[ 0.06565909 -0.14198793  0.5588465   0.41372088  0.37256944 -0.43826103
   0.22436284  0.10061535 -0.51842314 -0.02292986]]",1,[[-2.4334805  2.9306283]],0,0,[0.00465982 0.99534018]
"[[ 0.12523127  0.13053189  0.25415275  0.6389264  -0.26702926  0.19477516
  -0.05246512  0.29439428 -0.5075063   0.36807603]]",0,[[-2.464688  3.877881]],0,0,[0.00175668 0.99824332]
"[[ 0.36547714  0.35610676  0.35296112  0.5961832   0.15528779 -0.2604273
  -0.03038065  0.09234627 -0.5913472  -0.65860707]]",1,[[-3.72989    3.6696281]],0,0,[0.00061117 0.99938883]
"[[ 0.33602655  0.31135046  0.59183437  0.6220972   0.66377175 -0.55735457
  -0.03276083  0.34141073 -0.3442208   0.65825707]]",1,[[-2.0237799  5.3082495]],0,0,[0.00065382 0.99934618]
"[[ 0.3089861   0.4424219   0.37484598  0.4772135  -0.3067683   0.03969864
  -0.32181102  0.20570168 -0.63777405  0.32242724]]",0,[[-3.9321258  5.4764585]],0,1,[0.00008201 0.99991799]
"[[-0.08681328  0.02745282  0.30345398  0.1326458   0.27022144 -0.04733381
   0.03748119  0.10502481  0.0311626  -0.06443629]]",1,[[-0.11094188  0.87095815]],1,0,[0.27251494 0.72748506]
"[[ 0.01647028  0.2344345   0.03683416  0.3038206  -0.19440398  0.2440866
  -0.12079956  0.29925114 -0.17609127  0.20964313]]",0,[[-0.8464186  1.8933172]],0,0,[0.06066896 0.93933104]
"[[ 0.30813137  0.33959678 -0.30192062  0.41949177 -0.33881983  0.17968015
  -0.07700989 -0.06074158 -0.2647802  -0.43937582]]",0,[[-2.002518   1.3069355]],0,0,[0.0352483 0.9647517]
"[[ 0.46538186  0.3404441   0.56144303  0.3777501  -0.00879673 -0.0994637
  -0.03321143 -0.45039663 -0.14236276  0.01107155]]",1,[[-2.6830046  4.4656243]],0,0,[0.00078532 0.99921468]
