states,words,logit_seq,reset_bool,ind_seq
[[0.85486156 0.05974804]],1,[[-3.6661613  4.759656 ]],0,0
[[ 0.78930223 -0.40151694]],0,[[-5.4735956  5.80763  ]],0,0
[[ 0.9085551  -0.20717727]],1,[[-5.0711374  5.832883 ]],0,0
[[ 0.8233863 -0.400443 ]],0,[[-5.602344  5.978042]],0,0
[[ 0.7940096 -0.3472411]],0,[[-5.2491374  5.669001 ]],0,0
[[ 0.95243484 -0.19702324]],1,[[-5.1976333  6.0259914]],0,0
[[ 0.84596664 -0.41562316]],0,[[-5.758759   6.1385493]],0,0
[[ 0.8003375 -0.3481588]],0,[[-5.2780395  5.7039857]],0,0
[[ 0.95971817 -0.19673906]],1,[[-5.2249002  6.0622425]],0,0
[[0.9644251  0.03337634]],1,[[-4.213497   5.3967977]],0,0
[[0.9550358  0.29014143]],1,[[-3.0275934  4.5797033]],0,0
[[ 0.8375395  -0.39497945]],0,[[-5.6333504  6.0337715]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0
[[ 0.63339484 -0.2709119 ]],0,[[-4.278186  4.622124]],0,0
[[ 0.86049944 -0.15992564]],1,[[-4.671369   5.4465156]],0,0
[[0.9028166 0.0377798]],1,[[-3.9523838  5.069762 ]],0,0
[[ 0.82882416 -0.42007   ]],0,[[-5.711489  6.064545]],0,0
[[ 0.77596426 -0.3366982 ]],0,[[-5.1312456  5.545489 ]],0,0
[[ 0.8055484  -0.35762313]],0,[[-5.3408146  5.7588854]],0,0
[[ 0.8084012 -0.3581188]],0,[[-5.354211  5.774903]],0,0
[[ 0.95613265 -0.19870158]],1,[[-5.2196336  6.0498567]],0,0
[[ 0.8480659  -0.41656208]],0,[[-5.771187  6.152056]],0,0
[[ 0.95612556 -0.21626607]],1,[[-5.298213  6.102444]],0,0
[[ 0.84650135 -0.41377383]],0,[[-5.7525783  6.135732 ]],0,0
[[ 0.802816   -0.34931883]],0,[[-5.292943   5.7200866]],0,0
[[ 0.9617476  -0.19683494]],1,[[-5.2332816  6.072868 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0
[[0.7590446  0.08427968]],1,[[-3.1809251  4.198054 ]],0,0
[[ 0.70867825 -0.3614102 ]],0,[[-4.978187   5.2767606]],0,0
[[ 0.7348882 -0.3212792]],0,[[-4.901288  5.290046]],0,0
[[ 0.9169977  -0.18980773]],1,[[-5.0264845  5.823852 ]],0,0
[[0.9336881  0.02533552]],1,[[-4.129043   5.2643094]],0,0
[[0.9180621  0.27160314]],1,[[-2.9656808  4.4468937]],0,0
[[ 0.7713616  -0.38817626]],0,[[-5.3435926  5.6762695]],0,0
[[ 0.8922262  -0.19203147]],1,[[-4.939372   5.7043247]],0,0
[[ 0.81751883 -0.3976417 ]],0,[[-5.5668163  5.9397593]],0,0
[[ 0.79083174 -0.3461127 ]],0,[[-5.2316356  5.6494317]],0,0
[[ 0.949945   -0.19684884]],1,[[-5.1870966  6.0127854]],0,0
[[0.95549226 0.02968272]],1,[[-4.1950254  5.3623586]],0,0
[[ 0.87214774 -0.438801  ]],0,[[-5.965076  6.34136 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0
[[0.8505411  0.05812643]],1,[[-3.6564896  4.7425056]],0,0
[[ 0.7864744  -0.39991406]],0,[[-5.4553413  5.788423 ]],0,0
[[ 0.9075343  -0.20688877]],1,[[-5.065847  5.826819]],0,0
[[ 0.8229162  -0.40015817]],0,[[-5.5992274  5.974794 ]],0,0
[[ 0.94251174 -0.21277852]],1,[[-5.229261  6.022644]],0,0
[[0.9518728  0.00948134]],1,[[-4.271251   5.4044437]],0,0
[[ 0.8680229  -0.43739474]],0,[[-5.94262    6.3161345]],0,0
[[ 0.7906749  -0.34143883]],0,[[-5.210104  5.63463 ]],0,0
[[ 0.9553844  -0.19486377]],1,[[-5.1995263  6.034547 ]],0,0
[[ 0.84789586 -0.41691878]],0,[[-5.772117   6.1522584]],0,0
[[ 0.8008189  -0.34818506]],0,[[-5.2800436  5.7065167]],0,0
[[ 0.96041465 -0.19668278]],1,[[-5.2273774  6.065622 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0
[[0.7590446  0.08427968]],1,[[-3.1809251  4.198054 ]],0,0
[[ 0.70867825 -0.3614102 ]],0,[[-4.978187   5.2767606]],0,0
[[ 0.7348882 -0.3212792]],0,[[-4.901288  5.290046]],0,0
[[ 0.7838449  -0.34906048]],0,[[-5.2174506  5.622671 ]],0,0
[[ 0.7982001  -0.35444358]],0,[[-5.297791  5.711926]],0,0
[[ 0.94820505 -0.19837716]],1,[[-5.1871185  6.0085006]],0,0
[[ 0.84355205 -0.4140817 ]],0,[[-5.742399  6.12163 ]],0,0
[[ 0.7996184  -0.34806314]],0,[[-5.274794   5.7000356]],0,0
[[ 0.9588003 -0.1967949]],1,[[-5.221554  6.057734]],0,0
[[0.9634399  0.03298065]],1,[[-4.2114077  5.3929644]],0,0
[[0.9533221  0.28939605]],1,[[-3.0242143  4.5732064]],0,0
[[ 0.83366597 -0.39464742]],0,[[-5.6166863  6.0130444]],0,0
[[ 0.77190644 -0.33676395]],0,[[-5.1156397  5.5250144]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0
[[ 0.80341053 -0.16501927]],1,[[-4.470468   5.1709566]],0,0
[[0.87895817 0.01280062]],1,[[-3.9706876  5.0230613]],0,0
[[0.8785318  0.24008842]],1,[[-2.9518251  4.3399386]],0,0
[[0.71681094 0.497369  ]],1,[[-1.166719  2.7453  ]],0,0
[[-0.00868158  0.71852064]],1,[[ 2.6657782 -1.6130321]],0,0
[[-0.64221877  0.809834  ]],1,[[ 5.556886 -5.113937]],0,0
[[-0.8411077   0.82982486]],1,[[ 6.425678  -6.1869984]],0,0
[[-0.9052449  0.8422883]],1,[[ 6.7327704 -6.5510626]],0,0
[[-0.9136387   0.77820003]],0,[[ 6.4788437 -6.4018145]],0,0
[[-0.9264195  0.7372374]],0,[[ 6.345602  -6.3441987]],0,0
[[-0.9678013   0.77949506]],1,[[ 6.69687  -6.681607]],0,0
[[-0.93165284  0.71449393]],0,[[ 6.2643237 -6.3027186]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0
[[0.7590446  0.08427968]],1,[[-3.1809251  4.198054 ]],0,0
[[ 0.70867825 -0.3614102 ]],0,[[-4.978187   5.2767606]],0,0
[[ 0.7348882 -0.3212792]],0,[[-4.901288  5.290046]],0,0
[[ 0.7838449  -0.34906048]],0,[[-5.2174506  5.622671 ]],0,0
[[ 0.9372507  -0.19667485]],1,[[-5.1365767  5.947597 ]],0,0
[[0.9465748  0.02515625]],1,[[-4.180341  5.330493]],0,0
[[0.9315338  0.27536705]],1,[[-3.0016236  4.5042443]],0,0
[[ 0.7938621 -0.3917972]],0,[[-5.4479637  5.8017387]],0,0
[[ 0.75658166 -0.3291003 ]],0,[[-5.0212936  5.423988 ]],0,0
[[ 0.92986035 -0.19103171]],1,[[-5.082363  5.893043]],0,0
[[0.9413067  0.02861297]],1,[[-4.144228   5.2933006]],0,0
[[ 0.8596295 -0.4338857]],0,[[-5.8940268  6.262864 ]],0,0
[[ 0.94039667 -0.21111457]],1,[[-5.2135262  6.006885 ]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0
[[ 0.6635527  -0.28834918]],0,[[-4.474394  4.827995]],0,0
[[ 0.74970603 -0.3335214 ]],0,[[-5.014138  5.402208]],0,0
[[ 0.7827302  -0.34822503]],0,[[-5.209344   5.6144896]],0,0
[[ 0.9378105  -0.19694684]],1,[[-5.1399875  5.951264 ]],0,0
[[0.9469246  0.02508682]],1,[[-4.182022   5.3324833]],0,0
[[0.93194747 0.2753956 ]],1,[[-3.0031168  4.5062656]],0,0
[[0.76150477 0.543565  ]],1,[[-1.1351037  2.8345745]],0,0
[[-0.05801785  0.7590965 ]],1,[[ 3.0406883 -1.9859228]],0,0
[[-0.6254205  0.4895968]],0,[[ 4.0578914 -4.0689383]],0,0
[[-0.7897135   0.50891006]],1,[[ 4.7880893 -4.9637322]],0,0
[[-0.86419195  0.52293897]],1,[[ 5.14271   -5.3851676]],0,0
[[-0.86812824  0.44513786]],0,[[ 4.8099465 -5.172128 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0
[[ 0.7555594  -0.36044872]],0,[[-5.157583   5.5126996]],0,0
[[ 0.76615924 -0.3371709 ]],0,[[-5.094941   5.4969563]],0,0
[[ 0.9319512  -0.19411123]],1,[[-5.1043377  5.9129205]],0,0
[[ 0.8354075  -0.40955403]],0,[[-5.6902227  6.0665765]],0,0
[[ 0.7964188 -0.3472766]],0,[[-5.2587366  5.68138  ]],0,0
[[ 0.9555006 -0.196857 ]],1,[[-5.208902  6.041111]],0,0
[[0.9602081  0.03170826]],1,[[-4.2044387  5.3803134]],0,0
[[0.9481898  0.28697655]],1,[[-3.014932   4.5543103]],0,0
[[0.7883094 0.5575396]],1,[[-1.1775935  2.9292533]],0,0
[[-0.05598164  0.77121127]],1,[[ 3.0869274 -2.0118458]],0,0
[[-0.6745589  0.8470855]],1,[[ 5.8503203 -5.390287 ]],0,0
[[-0.8516568  0.8621018]],1,[[ 6.6114635 -6.337438 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0
[[0.8505411  0.05812643]],1,[[-3.6564896  4.7425056]],0,0
[[0.84114134 0.28440335]],1,[[-2.6069896  4.016699 ]],0,0
[[ 0.6400814  -0.35433793]],0,[[-4.677747  4.90613 ]],0,0
[[ 0.6982988  -0.30362287]],0,[[-4.6788983  5.0507565]],0,0
[[ 0.89983237 -0.18446968]],1,[[-4.935334   5.7204165]],0,0
[[0.92404985 0.02501342]],1,[[-4.092718   5.2161756]],0,0
[[0.9092412  0.26825964]],1,[[-2.9460804  4.4119763]],0,0
[[0.7266111 0.5324795]],1,[[-1.0479877  2.6900325]],0,0
[[-0.07150434  0.74774563]],1,[[ 3.0427346 -2.020618 ]],0,0
[[-0.62735224  0.4789972 ]],0,[[ 4.0180235 -4.0470223]],0,0
[[-0.7751128   0.37189406]],0,[[ 4.117684  -4.4788566]],0,0
[[-0.8233064   0.31371817]],0,[[ 4.0461683 -4.550068 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0
[[0.8505411  0.05812643]],1,[[-3.6564896  4.7425056]],0,0
[[0.84114134 0.28440335]],1,[[-2.6069896  4.016699 ]],0,0
[[0.602947 0.536502]],1,[[-0.54542094  2.0480185 ]],0,0
[[-0.18322375  0.7379693 ]],1,[[ 3.436743  -2.5604434]],0,0
[[-0.70047027  0.8054984 ]],1,[[ 5.765735  -5.3976893]],0,0
[[-0.8585165   0.82299376]],1,[[ 6.4633203 -6.2552156]],0,0
[[-0.9118014   0.83571583]],1,[[ 6.7290473 -6.5647717]],0,0
[[-0.91537875  0.7712898 ]],0,[[ 6.454736  -6.3899755]],0,0
[[-0.95671266  0.81033784]],1,[[ 6.7914524 -6.717524 ]],0,0
[[-0.9571321   0.82374966]],1,[[ 6.8531184 -6.7598424]],0,0
[[-0.95694387  0.8360674 ]],1,[[ 6.907507  -6.7957873]],0,0
[[-0.9311112   0.77561605]],0,[[ 6.5357437 -6.4830804]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0
[[0.8505411  0.05812643]],1,[[-3.6564896  4.7425056]],0,0
[[ 0.7864744  -0.39991406]],0,[[-5.4553413  5.788423 ]],0,0
[[ 0.7614561  -0.33165103]],0,[[-5.051809   5.4564605]],0,0
[[ 0.93354416 -0.1933288 ]],1,[[-5.107078  5.918691]],0,0
[[ 0.8362266  -0.41016474]],0,[[-5.6961656  6.0725784]],0,0
[[ 0.9480733  -0.21500102]],1,[[-5.2609997  6.0576344]],0,0
[[0.9563189  0.00906978]],1,[[-4.2905145  5.4283257]],0,0
[[0.946207   0.26009423]],1,[[-3.1274703  4.6247487]],0,0
[[0.81144905 0.53076047]],1,[[-1.3881097  3.12736  ]],0,0
[[0.02787842 0.75314873]],1,[[ 2.6774945 -1.5305355]],0,0
[[-0.58879507  0.44832194]],0,[[ 3.7296588 -3.7587037]],0,0
[[-0.7523852  0.4659013]],1,[[ 4.449343  -4.6447234]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0
[[ 0.6635527  -0.28834918]],0,[[-4.474394  4.827995]],0,0
[[ 0.74970603 -0.3335214 ]],0,[[-5.014138  5.402208]],0,0
[[ 0.91776586 -0.1914003 ]],1,[[-5.0366216  5.832536 ]],0,0
[[ 0.8287271 -0.4054569]],0,[[-5.6457105  6.020271 ]],0,0
[[ 0.794059   -0.34671703]],0,[[-5.2469854  5.667682 ]],0,0
[[ 0.95318633 -0.19686052]],1,[[-5.1998496  6.029332 ]],0,0
[[0.9581566  0.03085797]],1,[[-4.2002053  5.37241  ]],0,0
[[ 0.8747274  -0.43971175]],0,[[-5.97926    6.3572297]],0,0
[[ 0.9480801  -0.21027926]],1,[[-5.239895  6.043523]],0,0
[[0.95739406 0.01342514]],1,[[-4.2752357  5.420754 ]],0,0
[[ 0.8730472  -0.43935847]],0,[[-5.9710956  6.347612 ]],0,0
[[ 0.7922711  -0.34186906]],0,[[-5.218283  5.64405 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0
[[ 0.6567246  -0.29956844]],0,[[-4.497849  4.826824]],0,0
[[ 0.86175525 -0.16706671]],1,[[-4.7082486  5.474307 ]],0,0
[[0.9045516 0.0301406]],1,[[-3.9933705  5.101488 ]],0,0
[[0.89152586 0.26815748]],1,[[-2.8771222  4.3220377]],0,0
[[0.69797987 0.52915996]],1,[[-0.9506555  2.5541265]],0,0
[[-0.0918884   0.74242646]],1,[[ 3.098802  -2.1085212]],0,0
[[-0.6755667   0.81989455]],1,[[ 5.7325807 -5.3139567]],0,0
[[-0.8421451  0.7232604]],0,[[ 5.95283  -5.873018]],0,0
[[-0.8961843  0.6607714]],0,[[ 5.884917 -5.961085]],0,0
[[-0.9129365  0.6102637]],0,[[ 5.724519  -5.8951025]],0,0
[[-0.96375734  0.65257704]],1,[[ 6.113022  -6.2807612]],0,0
[[-0.9199755   0.58189857]],0,[[ 5.6251564 -5.845979 ]],0,0
[[-0.9184208   0.53743386]],0,[[ 5.4200697 -5.704843 ]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0
[[ 0.76820636 -0.11286397]],1,[[-4.099111  4.835365]],0,0
[[0.85486156 0.05974804]],1,[[-3.6661613  4.759656 ]],0,0
[[0.8433371 0.2875922]],1,[[-2.6013224  4.018331 ]],0,0
[[ 0.6399579  -0.35406914]],0,[[-4.6760597  4.9046955]],0,0
[[ 0.843109   -0.19824994]],1,[[-4.774741  5.472745]],0,0
[[ 0.90000546 -0.01046199]],1,[[-4.1572676  5.1999736]],0,0
[[ 0.82979155 -0.41848943]],0,[[-5.708206  6.064738]],0,0
[[ 0.77945656 -0.33858523]],0,[[-5.153375   5.5689325]],0,0
[[ 0.8067957  -0.35809162]],0,[[-5.3477983  5.766643 ]],0,0
[[ 0.9524584  -0.19815435]],1,[[-5.2027874  6.0295   ]],0,0
[[ 0.8460288  -0.41549408]],0,[[-5.758425   6.1384788]],0,0
[[ 0.80050194 -0.34823883]],0,[[-5.2790422  5.705063 ]],0,0
[[ 0.9598416  -0.19674647]],1,[[-5.225417   6.0628934]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0
[[ 0.80341053 -0.16501927]],1,[[-4.470468   5.1709566]],0,0
[[0.87895817 0.01280062]],1,[[-3.9706876  5.0230613]],0,0
[[0.8785318  0.24008842]],1,[[-2.9518251  4.3399386]],0,0
[[0.71681094 0.497369  ]],1,[[-1.166719  2.7453  ]],0,0
[[ 0.15128587 -0.17751516]],0,[[-1.9711092  1.8863757]],0,0
[[ 0.60111874 -0.11736928]],1,[[-3.4645584  3.9976938]],0,0
[[ 0.6761826  -0.30487633]],0,[[-4.597848   4.9418488]],0,0
[[ 0.74141103 -0.32709327]],0,[[-4.952867  5.340693]],0,0
[[ 0.9151668  -0.18884978]],1,[[-5.0150228  5.811655 ]],0,0
[[0.932767   0.02560334]],1,[[-4.124235   5.2588143]],0,0
[[0.9171056  0.27162564]],1,[[-2.9618325  4.441954 ]],0,0
[[ 0.7696716 -0.3878197]],0,[[-5.3353753  5.666592 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0
[[ 0.7555594  -0.36044872]],0,[[-5.157583   5.5126996]],0,0
[[ 0.76615924 -0.3371709 ]],0,[[-5.094941   5.4969563]],0,0
[[ 0.9319512  -0.19411123]],1,[[-5.1043377  5.9129205]],0,0
[[0.94286406 0.02605266]],1,[[-4.1617885  5.308904 ]],0,0
[[ 0.86091596 -0.43443063]],0,[[-5.9015064  6.27105  ]],0,0
[[ 0.78718853 -0.3402536 ]],0,[[-5.1911383  5.613319 ]],0,0
[[ 0.8119404  -0.35986486]],0,[[-5.375893   5.7981634]],0,0
[[ 0.9563351  -0.19806398]],1,[[-5.2175736  6.048978 ]],0,0
[[ 0.84833413 -0.41675213]],0,[[-5.7730885  6.1539917]],0,0
[[ 0.8013756 -0.3484158]],0,[[-5.2832575  5.7100434]],0,0
[[ 0.9609158 -0.1966914]],1,[[-5.2293797  6.0682006]],0,0
[[0.9658037  0.03386456]],1,[[-4.2167144  5.402358 ]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0
[[ 0.32117394 -0.24058706]],0,[[-2.9190662  2.9407725]],0,0
[[ 0.547307  -0.2411823]],0,[[-3.8078089  4.0945106]],0,0
[[ 0.6954527  -0.30778232]],0,[[-4.686361   5.0487194]],0,0
[[ 0.89045864 -0.1812958 ]],1,[[-4.8844     5.6631565]],0,0
[[0.9192817 0.0249781]],1,[[-4.074193   5.1919923]],0,0
[[0.90510124 0.26674575]],1,[[-2.9366336  4.3954225]],0,0
[[0.72156763 0.5301974 ]],1,[[-1.0384388  2.6711779]],0,0
[[-0.07184797  0.74550384]],1,[[ 3.0340483 -2.0156522]],0,0
