states,words,logit_seq,reset_bool,ind_seq
[[-0.9516728   0.86123705]],1,[[ 6.999496  -6.8443437]],0,0
[[-0.9306941   0.80425215]],0,[[ 6.662266 -6.566749]],0,0
[[-0.9349477   0.76975393]],0,[[ 6.5245414 -6.4850616]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0
[[ 0.63339484 -0.2709119 ]],0,[[-4.278186  4.622124]],0,0
[[ 0.7323164  -0.32406816]],0,[[-4.903692   5.2853007]],0,0
[[ 0.9084666  -0.18670708]],1,[[-4.97918    5.7711034]],0,0
[[ 0.8247143 -0.4031869]],0,[[-5.6198277  5.9930277]],0,0
[[ 0.79239136 -0.34622622]],0,[[-5.2382545  5.6577168]],0,0
[[ 0.95172524 -0.19681297]],1,[[-5.1939116  6.0217466]],0,0
[[0.95692277 0.03037498]],1,[[-4.197532  5.367572]],0,0
[[0.9435561  0.28446674]],1,[[-3.0080073  4.5382247]],0,0
[[ 0.81363523 -0.39295614]],0,[[-5.530629  5.905938]],0,0
[[ 0.76416045 -0.33286104]],0,[[-5.067821  5.473862]],0,0
[[ 0.93369156 -0.19175021]],1,[[-5.100591  5.914713]],0,0
[[ 0.83656555 -0.4104987 ]],0,[[-5.6989884  6.0753055]],0,0
[[ 0.948091   -0.21503478]],1,[[-5.26122    6.0578256]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0
[[0.32383516 0.5073382 ]],1,[[0.41773146 0.71355623]],0,0
[[-0.31492218  0.66723937]],1,[[ 3.6362484 -3.0194285]],0,0
[[-0.6981505  0.4717982]],0,[[ 4.2632213 -4.386111 ]],0,0
[[-0.82417697  0.49333033]],1,[[ 4.8534064 -5.0926185]],0,0
[[-0.84799784  0.41303104]],0,[[ 4.587379  -4.9733896]],0,0
[[-0.8691903  0.3651223]],0,[[ 4.456011  -4.9378133]],0,0
[[-0.8765604   0.32560167]],0,[[ 4.308021 -4.856954]],0,0
[[-0.943318   0.3604765]],1,[[ 4.725681 -5.301512]],0,0
[[-0.937386  0.368563]],1,[[ 4.738627  -5.2955203]],0,0
[[-0.87453014  0.30852458]],0,[[ 4.22364  -4.795449]],0,0
[[-0.8742187   0.27513766]],0,[[ 4.073002  -4.6938357]],0,0
[[-0.87281847  0.24428701]],0,[[ 3.929448  -4.5942745]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.6242228  -0.26870605]],0,[[-4.232374  4.568792]],0,0
[[ 0.85575527 -0.15944634]],1,[[-4.650635  5.420912]],0,0
[[ 0.8018857  -0.38958898]],0,[[-5.469521   5.8359966]],0,0
[[ 0.9284176  -0.20799315]],1,[[-5.1526184  5.9365096]],0,0
[[ 0.8325743 -0.4064092]],0,[[-5.665047   6.0427217]],0,0
[[ 0.94770145 -0.21442807]],1,[[-5.2569785  6.0540233]],0,0
[[ 0.84178114 -0.4114065 ]],0,[[-5.7234874  6.104594 ]],0,0
[[ 0.8007685 -0.348836 ]],0,[[-5.282759   5.7082095]],0,0
[[ 0.9593123 -0.1969389]],1,[[-5.224204   6.0607734]],0,0
[[ 0.85008    -0.41783404]],0,[[-5.7847714  6.1661267]],0,0
[[ 0.80192965 -0.34848264]],0,[[-5.285728  5.713066]],0,0
[[ 0.81684375 -0.36145657]],0,[[-5.40223    5.8279104]],0,0
[[ 0.96206445 -0.19829905]],1,[[-5.2410755  6.0788684]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0
[[ 0.6567246  -0.29956844]],0,[[-4.497849  4.826824]],0,0
[[ 0.86175525 -0.16706671]],1,[[-4.7082486  5.474307 ]],0,0
[[ 0.80452347 -0.3907665 ]],0,[[-5.4851265  5.852961 ]],0,0
[[ 0.93021935 -0.20861988]],1,[[-5.1624827  5.9475656]],0,0
[[0.94357294 0.00940491]],1,[[-4.239071  5.362392]],0,0
[[ 0.86115295 -0.43451732]],0,[[-5.902823   6.2725167]],0,0
[[ 0.94257134 -0.21215089]],1,[[-5.2266855  6.0210676]],0,0
[[0.95302427 0.00951939]],1,[[-4.275593   5.4101954]],0,0
[[0.9419155 0.2595706]],1,[[-3.1129978  4.6044564]],0,0
[[0.80158836 0.52949226]],1,[[-1.3551474  3.0809278]],0,0
[[0.01774803 0.75151396]],1,[[ 2.709873  -1.5772433]],0,0
[[-0.64742893  0.83955467]],1,[[ 5.710312  -5.2295203]],0,0
[[-0.83546823  0.74309903]],0,[[ 6.015452 -5.898441]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0
[[0.7590446  0.08427968]],1,[[-3.1809251  4.198054 ]],0,0
[[0.7659506 0.2885494]],1,[[-2.2938077  3.6212451]],0,0
[[0.5089415 0.5259726]],1,[[-0.22419292  1.6006866 ]],0,0
[[-0.23045298  0.7162885 ]],1,[[ 3.5247767 -2.7360806]],0,0
[[-0.70820266  0.78046906]],1,[[ 5.6840186 -5.3620915]],0,0
[[-0.8601569   0.79904044]],1,[[ 6.362549  -6.1918077]],0,0
[[-0.9126536   0.81280565]],1,[[ 6.6298556 -6.5004745]],0,0
[[-0.91417444  0.7453596 ]],0,[[ 6.3339705 -6.306154 ]],0,0
[[-0.92494756  0.7016961 ]],0,[[ 6.1807747 -6.230219 ]],0,0
[[-0.92802095  0.65939033]],0,[[ 6.0034842 -6.1191278]],0,0
[[-0.97482413  0.70316046]],1,[[ 6.3827643 -6.4886847]],0,0
[[-0.97139823  0.71771145]],1,[[ 6.434461  -6.5148273]],0,0
[[-0.9283623  0.6484191]],0,[[ 5.955722 -6.087997]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.6242228  -0.26870605]],0,[[-4.232374  4.568792]],0,0
[[ 0.85575527 -0.15944634]],1,[[-4.650635  5.420912]],0,0
[[0.9005834  0.03668841]],1,[[-3.9485176  5.061656 ]],0,0
[[0.8862927 0.2745151]],1,[[-2.8281639  4.2763314]],0,0
[[0.6809581  0.53470373]],1,[[-0.85914713  2.4508061 ]],0,0
[[-0.11772429  0.74513626]],1,[[ 3.2121649 -2.2482517]],0,0
[[-0.6838059  0.8192012]],1,[[ 5.761762 -5.353852]],0,0
[[-0.84454674  0.72360927]],0,[[ 5.9638014 -5.8862967]],0,0
[[-0.9199158   0.75705844]],1,[[ 6.408824  -6.3704515]],0,0
[[-0.9384035  0.7718438]],1,[[ 6.5474353 -6.508927 ]],0,0
[[-0.9473625   0.78589803]],1,[[ 6.645438  -6.5966716]],0,0
[[-0.92426723  0.7189989 ]],0,[[ 6.255545  -6.2785926]],0,0
[[-0.92793214  0.6759907 ]],0,[[ 6.077429 -6.16841 ]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0
[[ 0.80341053 -0.16501927]],1,[[-4.470468   5.1709566]],0,0
[[ 0.7773898  -0.37159452]],0,[[-5.2930045  5.6572995]],0,0
[[ 0.91835034 -0.20187367]],1,[[-5.085784  5.866892]],0,0
[[ 0.82823557 -0.4041637 ]],0,[[-5.6379967  6.0138917]],0,0
[[ 0.79495645 -0.34725034]],0,[[-5.252889   5.6738515]],0,0
[[ 0.8116758 -0.3597606]],0,[[-5.37439   5.796503]],0,0
[[ 0.9571614  -0.19849823]],1,[[-5.222755   6.0544887]],0,0
[[0.9622578  0.03044488]],1,[[-4.2181244  5.3945403]],0,0
[[0.9516826  0.28616893]],1,[[-3.0322325  4.574523 ]],0,0
[[0.79948807 0.5572978 ]],1,[[-1.2224779  2.9869235]],0,0
[[-0.04223468  0.77173126]],1,[[ 3.0353887 -1.9433746]],0,0
[[-0.67098016  0.84890085]],1,[[ 5.8444223 -5.3774953]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0
[[ 0.63339484 -0.2709119 ]],0,[[-4.278186  4.622124]],0,0
[[ 0.7323164  -0.32406816]],0,[[-4.903692   5.2853007]],0,0
[[ 0.7751226 -0.3448363]],0,[[-5.164368   5.5655828]],0,0
[[ 0.7950711  -0.35321367]],0,[[-5.2800264  5.6923018]],0,0
[[ 0.80474293 -0.3568644 ]],0,[[-5.3342624  5.752509 ]],0,0
[[ 0.95294327 -0.19861464]],1,[[-5.2067475  6.0333495]],0,0
[[0.9583082  0.02880322]],1,[[-4.2099953  5.3793383]],0,0
[[ 0.8747707  -0.43976942]],0,[[-5.9796877  6.3576226]],0,0
[[ 0.9482724  -0.21041851]],1,[[-5.2412715  6.0449195]],0,0
[[0.95755327 0.01335069]],1,[[-4.2761927  5.421788 ]],0,0
[[ 0.873188   -0.43941194]],0,[[-5.9718866  6.3484893]],0,0
[[ 0.9486649  -0.21153219]],1,[[-5.2477937  6.0502553]],0,0
[[0.95786387 0.01234417]],1,[[-4.281914  5.426386]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0
[[ 0.6567246  -0.29956844]],0,[[-4.497849  4.826824]],0,0
[[ 0.86175525 -0.16706671]],1,[[-4.7082486  5.474307 ]],0,0
[[0.9045516 0.0301406]],1,[[-3.9933705  5.101488 ]],0,0
[[ 0.83077264 -0.42077032]],0,[[-5.722258  6.076569]],0,0
[[ 0.9272015  -0.21061888]],1,[[-5.159604   5.9381814]],0,0
[[ 0.8322147 -0.4058382]],0,[[-5.6610827  6.039179 ]],0,0
[[ 0.79713905 -0.34800574]],0,[[-5.264822   5.6872334]],0,0
[[ 0.95545614 -0.19703491]],1,[[-5.2095237  6.0414176]],0,0
[[ 0.84771734 -0.41658592]],0,[[-5.769928  6.150352]],0,0
[[ 0.80099964 -0.34829426]],0,[[-5.2812405  5.707764 ]],0,0
[[ 0.96051973 -0.19669956]],1,[[-5.2278643  6.0662074]],0,0
[[ 0.85087514 -0.41825846]],0,[[-5.789787   6.1714487]],0,0
[[ 0.80223435 -0.34853774]],0,[[-5.287168  5.714783]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0
[[ 0.76820636 -0.11286397]],1,[[-4.099111  4.835365]],0,0
[[0.85486156 0.05974804]],1,[[-3.6661613  4.759656 ]],0,0
[[0.8433371 0.2875922]],1,[[-2.6013224  4.018331 ]],0,0
[[ 0.6399579  -0.35406914]],0,[[-4.6760597  4.9046955]],0,0
[[ 0.843109   -0.19824994]],1,[[-4.774741  5.472745]],0,0
[[ 0.7938664  -0.38089785]],0,[[-5.399202   5.7691064]],0,0
[[ 0.7844866 -0.34476  ]],0,[[-5.200719   5.6130557]],0,0
[[ 0.80457824 -0.3571523 ]],0,[[-5.3349056  5.7525325]],0,0
[[ 0.9517569  -0.19843802]],1,[[-5.2013083  6.0267763]],0,0
[[ 0.8455652  -0.41521457]],0,[[-5.7553577  6.1352797]],0,0
[[ 0.95433795 -0.21607012]],1,[[-5.290332  6.09275 ]],0,0
[[ 0.845435   -0.41324246]],0,[[-5.7460217  6.1287084]],0,0
[[ 0.95680076 -0.21590215]],1,[[-5.29923   6.104793]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0
[[ 0.76820636 -0.11286397]],1,[[-4.099111  4.835365]],0,0
[[0.85486156 0.05974804]],1,[[-3.6661613  4.759656 ]],0,0
[[0.8433371 0.2875922]],1,[[-2.6013224  4.018331 ]],0,0
[[0.60036194 0.5402146 ]],1,[[-0.5186766  2.023727 ]],0,0
[[-0.1916928  0.7407377]],1,[[ 3.4823172 -2.61188  ]],0,0
[[-0.70367646  0.8069496 ]],1,[[ 5.784793 -5.41837 ]],0,0
[[-0.8494297   0.71206784]],0,[[ 5.931283  -5.8765936]],0,0
[[-0.8980324  0.6507646]],0,[[ 5.8473744 -5.9405193]],0,0
[[-0.913088   0.6007128]],0,[[ 5.6823688 -5.86726  ]],0,0
[[-0.96444273  0.6430693 ]],1,[[ 6.073157  -6.2557683]],0,0
[[-0.9194012  0.5724045]],0,[[ 5.580417 -5.814609]],0,0
[[-0.9175926   0.52812344]],0,[[ 5.375157  -5.6727304]],0,0
[[-0.97477704  0.5706935 ]],1,[[ 5.789744  -6.0915756]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0
[[ 0.76820636 -0.11286397]],1,[[-4.099111  4.835365]],0,0
[[0.85486156 0.05974804]],1,[[-3.6661613  4.759656 ]],0,0
[[ 0.78930223 -0.40151694]],0,[[-5.4735956  5.80763  ]],0,0
[[ 0.9085551  -0.20717727]],1,[[-5.0711374  5.832883 ]],0,0
[[ 0.8233863 -0.400443 ]],0,[[-5.602344  5.978042]],0,0
[[ 0.7940096 -0.3472411]],0,[[-5.2491374  5.669001 ]],0,0
[[ 0.8107995  -0.35944515]],0,[[-5.3695445  5.791094 ]],0,0
[[ 0.95648056 -0.19851705]],1,[[-5.2201715  6.0510764]],0,0
[[0.9615843  0.03017793]],1,[[-4.21668   5.391909]],0,0
[[0.9506165  0.28566197]],1,[[-3.0303237  4.5706105]],0,0
[[0.7968389  0.55664176]],1,[[-1.2150335  2.9753935]],0,0
[[ 0.18944544 -0.15828729]],0,[[-2.034582   2.0231595]],0,0
[[ 0.61470026 -0.0952431 ]],1,[[-3.4187536  4.0005903]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0
[[0.32383516 0.5073382 ]],1,[[0.41773146 0.71355623]],0,0
[[-0.31492218  0.66723937]],1,[[ 3.6362484 -3.0194285]],0,0
[[-0.7200773  0.7234005]],1,[[ 5.475147  -5.2516055]],0,0
[[-0.8461036   0.62241685]],0,[[ 5.5170307 -5.591057 ]],0,0
[[-0.8897411   0.55928546]],0,[[ 5.4054847 -5.624212 ]],0,0
[[-0.9477563  0.5986497]],1,[[ 5.8089795 -6.0376844]],0,0
[[-0.952596    0.61245435]],1,[[ 5.8897243 -6.1036973]],0,0
[[-0.9117385  0.5403659]],0,[[ 5.4070077 -5.679587 ]],0,0
[[-0.9655864  0.5816767]],1,[[ 5.8028855 -6.077663 ]],0,0
[[-0.96440595  0.5948568 ]],1,[[ 5.857245 -6.111137]],0,0
[[-0.91470426  0.52400404]],0,[[ 5.3454037 -5.645675 ]],0,0
[[-0.9123413  0.480789 ]],0,[[ 5.142742  -5.5041666]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0
[[ 0.80341053 -0.16501927]],1,[[-4.470468   5.1709566]],0,0
[[ 0.7773898  -0.37159452]],0,[[-5.2930045  5.6572995]],0,0
[[ 0.7768887  -0.34181103]],0,[[-5.1577497  5.565516 ]],0,0
[[ 0.9387175  -0.19569464]],1,[[-5.137937  5.952133]],0,0
[[ 0.83870226 -0.411463  ]],0,[[-5.711676   6.0890794]],0,0
[[ 0.79765904 -0.3475766 ]],0,[[-5.264939   5.6885962]],0,0
[[ 0.8138378  -0.36050862]],0,[[-5.386209   5.8097577]],0,0
[[ 0.9589901  -0.19844033]],1,[[-5.2296615  6.0636306]],0,0
[[0.9641716  0.03117079]],1,[[-4.2223744  5.4021144]],0,0
[[0.95489454 0.2875713 ]],1,[[-3.0385418  4.5866833]],0,0
[[0.80809003 0.5591459 ]],1,[[-1.2479131  3.0252066]],0,0
[[-0.03528789  0.7735572 ]],1,[[ 3.0163398 -1.9134572]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0
[[ 0.32117394 -0.24058706]],0,[[-2.9190662  2.9407725]],0,0
[[ 0.7053378  -0.15954944]],1,[[-4.061701   4.6549726]],0,0
[[ 0.83881223 -0.01158797]],1,[[-3.9225273  4.89162  ]],0,0
[[0.8619164  0.19895254]],1,[[-3.0708168  4.37854  ]],0,0
[[ 0.73785603 -0.38692722]],0,[[-5.2067146  5.5018454]],0,0
[[ 0.88245636 -0.20335522]],1,[[-4.9517674  5.6884813]],0,0
[[ 0.8115613  -0.39277396]],0,[[-5.5216875  5.8948274]],0,0
[[ 0.93663746 -0.21053565]],1,[[-5.196205  5.986   ]],0,0
[[0.94767636 0.00975646]],1,[[-4.2535763  5.382242 ]],0,0
[[0.9356963 0.258162 ]],1,[[-3.0949328  4.576995 ]],0,0
[[ 0.8101857 -0.3988304]],0,[[-5.543402  5.905965]],0,0
[[ 0.76252586 -0.33156496]],0,[[-5.0556154  5.4616523]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0
[[ 0.32117394 -0.24058706]],0,[[-2.9190662  2.9407725]],0,0
[[ 0.547307  -0.2411823]],0,[[-3.8078089  4.0945106]],0,0
[[ 0.82510406 -0.15699235]],1,[[-4.5195484  5.257418 ]],0,0
[[ 0.78733826 -0.37944806]],0,[[-5.367134   5.7315073]],0,0
[[ 0.92193574 -0.20442763]],1,[[-5.111263  5.892808]],0,0
[[0.93832684 0.01091367]],1,[[-4.2117624  5.331147 ]],0,0
[[0.9257495  0.25654706]],1,[[-3.0631845  4.5311623]],0,0
[[ 0.7932445  -0.39576015]],0,[[-5.4632792  5.8104653]],0,0
[[ 0.75623286 -0.32867408]],0,[[-5.018019   5.4209337]],0,0
[[ 0.9301453  -0.19119306]],1,[[-5.084202   5.8949785]],0,0
[[0.9414738  0.02855429]],1,[[-4.1451454  5.2943273]],0,0
[[0.92520875 0.27767524]],1,[[-2.9665096  4.465108 ]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0
[[0.32383516 0.5073382 ]],1,[[0.41773146 0.71355623]],0,0
[[-0.31492218  0.66723937]],1,[[ 3.6362484 -3.0194285]],0,0
[[-0.7200773  0.7234005]],1,[[ 5.475147  -5.2516055]],0,0
[[-0.8461036   0.62241685]],0,[[ 5.5170307 -5.591057 ]],0,0
[[-0.8897411   0.55928546]],0,[[ 5.4054847 -5.624212 ]],0,0
[[-0.9031833  0.5093722]],0,[[ 5.234777 -5.543149]],0,0
[[-0.9608958  0.5502469]],1,[[ 5.643846  -5.9596047]],0,0
[[-0.96057045  0.56282324]],1,[[ 5.698855 -5.995626]],0,0
[[-0.9602477  0.5752239]],1,[[ 5.7530875 -6.031134 ]],0,0
[[-0.96018964  0.587865  ]],1,[[ 5.8094335 -6.068711 ]],0,0
[[-0.9122975  0.5168041]],0,[[ 5.3037505 -5.611844 ]],0,0
[[-0.96780914  0.558005  ]],1,[[ 5.7056556 -6.018066 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.6242228  -0.26870605]],0,[[-4.232374  4.568792]],0,0
[[ 0.7272502  -0.32167214]],0,[[-4.873118   5.2523146]],0,0
[[ 0.9060659  -0.18594646]],1,[[-4.9663687  5.756595 ]],0,0
[[0.9276725  0.02545353]],1,[[-4.1049438  5.2333117]],0,0
[[0.9123762  0.26988283]],1,[[-2.9511003  4.4230833]],0,0
[[0.72999823 0.534679  ]],1,[[-1.0514166  2.700698 ]],0,0
[[-0.07256701  0.74975365]],1,[[ 3.055885  -2.0320475]],0,0
[[-0.62837    0.4821155]],0,[[ 4.0359674 -4.061549 ]],0,0
[[-0.7764605  0.3748812]],0,[[ 4.1363335 -4.494672 ]],0,0
[[-0.82465935  0.31654257]],0,[[ 4.06411   -4.5654216]],0,0
[[-0.8432894  0.2749617]],0,[[ 3.951021 -4.53575 ]],0,0
[[-0.8502012   0.24057445]],0,[[ 3.8242095 -4.467936 ]],0,0
[[-0.851503    0.21027583]],0,[[ 3.6937134 -4.383794 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.6242228  -0.26870605]],0,[[-4.232374  4.568792]],0,0
[[ 0.85575527 -0.15944634]],1,[[-4.650635  5.420912]],0,0
[[0.9005834  0.03668841]],1,[[-3.9485176  5.061656 ]],0,0
[[0.8862927 0.2745151]],1,[[-2.8281639  4.2763314]],0,0
[[0.6809581  0.53470373]],1,[[-0.85914713  2.4508061 ]],0,0
[[-0.11772429  0.74513626]],1,[[ 3.2121649 -2.2482517]],0,0
[[-0.6838059  0.8192012]],1,[[ 5.761762 -5.353852]],0,0
[[-0.84454674  0.72360927]],0,[[ 5.9638014 -5.8862967]],0,0
[[-0.8970748  0.6617288]],0,[[ 5.8926907 -5.9684896]],0,0
[[-0.94977695  0.7016459 ]],1,[[ 6.277841 -6.356553]],0,0
[[-0.91882545  0.6305763 ]],0,[[ 5.8385   -5.985958]],0,0
[[-0.92063105  0.5849286 ]],0,[[ 5.6412854 -5.858396 ]],0,0
[[-0.919787   0.5414747]],0,[[ 5.4435067 -5.723909 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0
[[ 0.6567246  -0.29956844]],0,[[-4.497849  4.826824]],0,0
[[ 0.86175525 -0.16706671]],1,[[-4.7082486  5.474307 ]],0,0
[[ 0.80452347 -0.3907665 ]],0,[[-5.4851265  5.852961 ]],0,0
[[ 0.7847623  -0.34395742]],0,[[-5.1982074  5.612056 ]],0,0
[[ 0.9453374 -0.1964033]],1,[[-5.167048  5.987979]],0,0
[[0.9519562  0.02847858]],1,[[-4.1865587  5.3479533]],0,0
[[0.93730253 0.28079814]],1,[[-2.9999218  4.5173593]],0,0
[[0.76722443 0.54978144]],1,[[-1.1296947  2.845087 ]],0,0
[[-0.06422229  0.76413614]],1,[[ 3.087554  -2.0326278]],0,0
[[-0.6293088   0.49898067]],0,[[ 4.1151233 -4.1168594]],0,0
[[-0.79492635  0.51870334]],1,[[ 4.852344 -5.019628]],0,0
[[-0.8684575  0.5328117]],1,[[ 5.203608 -5.436475]],0,0
[[-0.906286    0.54595596]],1,[[ 5.4106603 -5.668559 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0
[[ 0.7555594  -0.36044872]],0,[[-5.157583   5.5126996]],0,0
[[ 0.76615924 -0.3371709 ]],0,[[-5.094941   5.4969563]],0,0
[[ 0.7953728  -0.35356182]],0,[[-5.2827663  5.694882 ]],0,0
[[ 0.8041694 -0.3566484]],0,[[-5.3310485  5.7489405]],0,0
[[ 0.9525872  -0.19861664]],1,[[-5.205361   6.0315413]],0,0
[[ 0.84599376 -0.41544312]],0,[[-5.7580595  6.138148 ]],0,0
[[ 0.80053544 -0.34825757]],0,[[-5.2792573  5.7052894]],0,0
[[ 0.8157706  -0.36112934]],0,[[-5.3965607  5.8214636]],0,0
[[ 0.81430984 -0.36000243]],0,[[-5.385793   5.8106456]],0,0
[[ 0.9619082  -0.19857283]],1,[[-5.2416887  6.0788927]],0,0
[[ 0.8517793  -0.41843045]],0,[[-5.794099   6.1765704]],0,0
[[ 0.80288064 -0.3487409 ]],0,[[-5.29061    5.7186847]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0
[[ 0.6635527  -0.28834918]],0,[[-4.474394  4.827995]],0,0
[[ 0.74970603 -0.3335214 ]],0,[[-5.014138  5.402208]],0,0
[[ 0.7827302  -0.34822503]],0,[[-5.209344   5.6144896]],0,0
[[ 0.9378105  -0.19694684]],1,[[-5.1399875  5.951264 ]],0,0
[[0.9469246  0.02508682]],1,[[-4.182022   5.3324833]],0,0
[[0.93194747 0.2753956 ]],1,[[-3.0031168  4.5062656]],0,0
[[0.76150477 0.543565  ]],1,[[-1.1351037  2.8345745]],0,0
[[-0.05801785  0.7590965 ]],1,[[ 3.0406883 -1.9859228]],0,0
[[-0.6713611  0.8373123]],1,[[ 5.794052  -5.3447165]],0,0
[[-0.85052794  0.853457  ]],1,[[ 6.568352  -6.3057876]],0,0
[[-0.9083569  0.8643714]],1,[[ 6.8437943 -6.6330767]],0,0
[[-0.9159851  0.8043833]],0,[[ 6.605217 -6.492212]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.6242228  -0.26870605]],0,[[-4.232374  4.568792]],0,0
[[ 0.7272502  -0.32167214]],0,[[-4.873118   5.2523146]],0,0
[[ 0.9060659  -0.18594646]],1,[[-4.9663687  5.756595 ]],0,0
[[0.9276725  0.02545353]],1,[[-4.1049438  5.2333117]],0,0
[[ 0.8486224  -0.42908588]],0,[[-5.829416  6.192412]],0,0
[[ 0.7830825  -0.33903062]],0,[[-5.169576  5.588738]],0,0
[[ 0.949046   -0.19472449]],1,[[-5.1740665  6.001841 ]],0,0
[[0.95455414 0.03165638]],1,[[-4.1825166  5.351667 ]],0,0
[[ 0.87135017 -0.43847075]],0,[[-5.960473   6.3363075]],0,0
[[ 0.9461598  -0.21044882]],1,[[-5.233129   6.0342484]],0,0
[[0.95582664 0.01255535]],1,[[-4.2729864  5.415375 ]],0,0
[[ 0.8715882  -0.43880764]],0,[[-5.962913  6.338529]],0,0
[[ 0.79178196 -0.34173238]],0,[[-5.2157555  5.6411486]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.6242228  -0.26870605]],0,[[-4.232374  4.568792]],0,0
[[ 0.7272502  -0.32167214]],0,[[-4.873118   5.2523146]],0,0
[[ 0.77308047 -0.34395948]],0,[[-5.1524425  5.5525527]],0,0
[[ 0.7940942  -0.35283437]],0,[[-5.274501   5.6861887]],0,0
[[ 0.8042617  -0.35669184]],0,[[-5.3316045  5.749541 ]],0,0
[[ 0.95256793 -0.19860122]],1,[[-5.205217   6.0313973]],0,0
[[0.95798445 0.02868101]],1,[[-4.209274  5.378055]],0,0
