states,words,logit_seq,reset_bool,ind_seq,state_list_sm
[[ 0.7272502  -0.32167214]],0,[[-4.873118   5.2523146]],0,0,[0.00004005 0.99995995]
[[ 0.77308047 -0.34395948]],0,[[-5.1524425  5.5525527]],0,0,[0.00002243 0.99997757]
[[ 0.9317134 -0.1954437]],1,[[-5.1093693  5.9157014]],0,0,[0.00001629 0.99998371]
[[ 0.8352148  -0.40928942]],0,[[-5.6882834  6.0648017]],0,0,[0.00000786 0.99999214]
[[ 0.9477528  -0.21482845]],1,[[-5.2589717  6.0554843]],0,0,[0.0000122 0.9999878]
[[ 0.8418084  -0.41137317]],0,[[-5.7234454  6.1046333]],0,0,[0.0000073 0.9999927]
[[ 0.95405924 -0.21561056]],1,[[-5.287183  6.089954]],0,0,[0.00001145 0.99998855]
[[0.96141976 0.01065014]],1,[[-4.303429  5.449576]],0,0,[0.00005812 0.99994188]
[[0.95323485 0.2634864 ]],1,[[-3.139827  4.650387]],0,0,[0.00041359 0.99958641]
[[0.8270216 0.5353325]],1,[[-1.4286678  3.1929908]],0,0,[0.00974065 0.99025935]
[[0.03954038 0.7575361 ]],1,[[ 2.6514332 -1.484272 ]],0,0,[0.98426032 0.01573968]
[[-0.643502  0.846501]],1,[[ 5.7260118 -5.230327 ]],0,1,[0.99998255 0.00001745]
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0,[0.01353198 0.98646802]
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0,[0.00431359 0.99568641]
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0,[0.00032517 0.99967483]
[[ 0.6635527  -0.28834918]],0,[[-4.474394  4.827995]],0,0,[0.0000912 0.9999088]
[[ 0.74970603 -0.3335214 ]],0,[[-5.014138  5.402208]],0,0,[0.00002994 0.99997006]
[[ 0.7827302  -0.34822503]],0,[[-5.209344   5.6144896]],0,0,[0.00001992 0.99998008]
[[ 0.9378105  -0.19694684]],1,[[-5.1399875  5.951264 ]],0,0,[0.00001524 0.99998476]
[[ 0.8381652  -0.41099432]],0,[[-5.707474   6.0849395]],0,0,[0.00000756 0.99999244]
[[ 0.7976165  -0.34761316]],0,[[-5.264936   5.6884894]],0,0,[0.0000175 0.9999825]
[[ 0.9566425  -0.19685726]],1,[[-5.2133775  6.0469284]],0,0,[0.00001287 0.99998713]
[[0.9612809  0.03212507]],1,[[-4.206777   5.3845296]],0,0,[0.00006832 0.99993168]
[[0.94982135 0.28777394]],1,[[-3.0177562  4.560233 ]],0,0,[0.00051133 0.99948867]
[[0.79214853 0.5585639 ]],1,[[-1.1880527  2.9457417]],0,0,[0.01576931 0.98423069]
[[-0.0535282  0.772187 ]],1,[[ 3.0816805 -2.002271 ]],0,0,[0.99384277 0.00615723]
[[-0.6274558   0.50668085]],0,[[ 4.142323  -4.1304893]],0,1,[0.9997447 0.0002553]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0,[0.00157354 0.99842646]
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0,[0.00014432 0.99985568]
[[0.8505411  0.05812643]],1,[[-3.6564896  4.7425056]],0,0,[0.00022504 0.99977496]
[[0.84114134 0.28440335]],1,[[-2.6069896  4.016699 ]],0,0,[0.00132676 0.99867324]
[[ 0.6400814  -0.35433793]],0,[[-4.677747  4.90613 ]],0,0,[0.00006882 0.99993118]
[[ 0.6982988  -0.30362287]],0,[[-4.6788983  5.0507565]],0,0,[0.00005949 0.99994051]
[[ 0.7693812  -0.34299335]],0,[[-5.1336236  5.5308137]],0,0,[0.00002336 0.99997664]
[[ 0.92836964 -0.19486554]],1,[[-5.0936794  5.8969355]],0,0,[0.00001686 0.99998314]
[[0.9408576  0.02388009]],1,[[-4.1636496  5.3051925]],0,0,[0.00007721 0.99992279]
[[ 0.8592206  -0.43372542]],0,[[-5.8917074  6.260301 ]],0,0,[0.00000528 0.99999472]
[[ 0.94053775 -0.21139294]],1,[[-5.215325   6.0084376]],0,0,[0.00001335 0.99998665]
[[ 0.8391146  -0.40997013]],0,[[-5.706611  6.086707]],0,0,[0.00000755 0.99999245]
[[ 0.9519299  -0.21523616]],1,[[-5.277164   6.0779853]],0,0,[0.00001171 0.99998829]
[[ 0.84406376 -0.41260332]],0,[[-5.737788  6.119808]],0,1,[0.00000708 0.99999292]
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0,[0.01353198 0.98646802]
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0,[0.00109125 0.99890875]
[[ 0.76820636 -0.11286397]],1,[[-4.099111  4.835365]],0,0,[0.00013175 0.99986825]
[[ 0.7604058  -0.36379617]],0,[[-5.191554   5.5474167]],0,0,[0.00002168 0.99997832]
[[ 0.76765347 -0.33770052]],0,[[-5.103166  5.506155]],0,0,[0.00002468 0.99997532]
[[ 0.9330443 -0.1943482]],1,[[-5.1096816  5.919199 ]],0,0,[0.00001623 0.99998377]
[[0.943559   0.02619735]],1,[[-4.163864  5.312011]],0,0,[0.00007667 0.99992333]
[[0.92796946 0.27562648]],1,[[-2.986496   4.4853096]],0,0,[0.00056858 0.99943142]
[[0.75273174 0.54312617]],1,[[-1.1026914  2.791198 ]],0,0,[0.01995949 0.98004051]
[[-0.0663955  0.7580902]],1,[[ 3.0690117 -2.0255852]],0,0,[0.99390757 0.00609243]
[[-0.67337483  0.8355977 ]],1,[[ 5.7942696 -5.349838 ]],0,0,[0.99998554 0.00001446]
[[-0.8428331  0.7418455]],0,[[ 6.0387   -5.932203]],0,0,[0.99999367 0.00000633]
[[-0.8977221   0.68081325]],0,[[ 5.9806366 -6.0289636]],0,0,[0.99999391 0.00000609]
[[-0.94954705  0.72060984]],1,[[ 6.3618107 -6.4121976]],0,0,[0.99999717 0.00000283]
[[-0.9541461  0.7355912]],1,[[ 6.446878  -6.4805098]],0,1,[0.99999757 0.00000243]
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0,[0.01353198 0.98646802]
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0,[0.00109125 0.99890875]
[[ 0.76820636 -0.11286397]],1,[[-4.099111  4.835365]],0,0,[0.00013175 0.99986825]
[[0.85486156 0.05974804]],1,[[-3.6661613  4.759656 ]],0,0,[0.00021909 0.99978091]
[[ 0.78930223 -0.40151694]],0,[[-5.4735956  5.80763  ]],0,0,[0.00001261 0.99998739]
[[ 0.9085551  -0.20717727]],1,[[-5.0711374  5.832883 ]],0,0,[0.00001838 0.99998162]
[[0.93168867 0.00273426]],1,[[-4.222357  5.321837]],0,0,[0.00007161 0.99992839]
[[0.92121834 0.24509113]],1,[[-3.096699  4.542402]],0,0,[0.00048103 0.99951897]
[[0.77512014 0.51101965]],1,[[-1.334106   3.0014384]],0,0,[0.01292549 0.98707451]
[[0.02496913 0.7352563 ]],1,[[ 2.6088195 -1.4917505]],0,0,[0.98370664 0.01629336]
[[-0.639016   0.8275502]],1,[[ 5.6236224 -5.1506987]],0,0,[0.99997907 0.00002093]
[[-0.84082973  0.84613204]],1,[[ 6.4975686 -6.2344384]],0,0,[0.99999704 0.00000296]
[[-0.8936192  0.775549 ]],0,[[ 6.388535  -6.2918897]],0,0,[0.99999689 0.00000311]
[[-0.91838276  0.72973925]],0,[[ 6.2805543 -6.2807937]],0,0,[0.9999965 0.0000035]
[[-0.9617121   0.77126366]],1,[[ 6.636172  -6.6259265]],0,1,[0.99999826 0.00000174]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0,[0.00101214 0.99898786]
[[0.7590446  0.08427968]],1,[[-3.1809251  4.198054 ]],0,0,[0.00062385 0.99937615]
[[ 0.70867825 -0.3614102 ]],0,[[-4.978187   5.2767606]],0,0,[0.00003518 0.99996482]
[[ 0.87638897 -0.19716999]],1,[[-4.900312   5.6390424]],0,0,[0.00002647 0.99997353]
[[0.91468084 0.00230749]],1,[[-4.157624  5.236475]],0,0,[0.00008321 0.99991679]
[[0.9071605  0.23920399]],1,[[-3.067962   4.4884267]],0,0,[0.00052249 0.99947751]
[[0.7584842  0.50219685]],1,[[-1.3084047  2.9431252]],0,0,[0.01404243 0.98595757]
[[0.02498469 0.7267312 ]],1,[[ 2.5706055 -1.4661298]],0,0,[0.98265128 0.01734872]
[[-0.58062     0.41245317]],0,[[ 3.5371006 -3.6095963]],0,0,[0.99921316 0.00078684]
[[-0.728027   0.4285483]],1,[[ 4.186731 -4.40873 ]],0,0,[0.99981509 0.00018491]
[[-0.8099794  0.4426252]],1,[[ 4.5708513 -4.8683815]],0,0,[0.99992046 0.00007954]
[[-0.86060137  0.45508575]],1,[[ 4.8249736 -5.163589 ]],0,0,[0.99995408 0.00004592]
[[-0.8920362   0.46675476]],1,[[ 5.0003705 -5.3586826]],0,0,[0.9999683 0.0000317]
[[-0.87027615  0.39550516]],0,[[ 4.5962396 -5.034371 ]],0,1,[0.99993432 0.00006568]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0,[0.00157354 0.99842646]
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0,[0.00014432 0.99985568]
[[0.8505411  0.05812643]],1,[[-3.6564896  4.7425056]],0,0,[0.00022504 0.99977496]
[[0.84114134 0.28440335]],1,[[-2.6069896  4.016699 ]],0,0,[0.00132676 0.99867324]
[[ 0.6400814  -0.35433793]],0,[[-4.677747  4.90613 ]],0,0,[0.00006882 0.99993118]
[[ 0.8432575 -0.1985634]],1,[[-4.776726   5.4744406]],0,0,[0.00003532 0.99996468]
[[ 0.90009767 -0.01074584]],1,[[-4.1588993  5.2012944]],0,0,[0.00008608 0.99991392]
[[0.89962035 0.21949296]],1,[[-3.12663    4.5090704]],0,0,[0.00048267 0.99951733]
[[0.76896024 0.47985432]],1,[[-1.4494445  3.0634298]],0,0,[0.01084792 0.98915208]
[[0.08653095 0.70951045]],1,[[ 2.2523742 -1.1010113]],0,0,[0.96621552 0.03378448]
[[-0.60862863  0.8141511 ]],1,[[ 5.444587  -4.9557576]],0,0,[0.99996958 0.00003042]
[[-0.8315219  0.8356286]],1,[[ 6.4140906 -6.155555 ]],0,0,[0.99999652 0.00000348]
[[-0.9017246  0.8478198]],1,[[ 6.743732 -6.549702]],0,0,[0.99999831 0.00000169]
[[-0.9128342  0.7842664]],0,[[ 6.5028405 -6.415891 ]],0,1,[0.99999755 0.00000245]
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0,[0.01353198 0.98646802]
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0,[0.00431359 0.99568641]
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0,[0.00032517 0.99967483]
[[ 0.6635527  -0.28834918]],0,[[-4.474394  4.827995]],0,0,[0.0000912 0.9999088]
[[ 0.74970603 -0.3335214 ]],0,[[-5.014138  5.402208]],0,0,[0.00002994 0.99997006]
[[ 0.7827302  -0.34822503]],0,[[-5.209344   5.6144896]],0,0,[0.00001992 0.99998008]
[[ 0.9378105  -0.19694684]],1,[[-5.1399875  5.951264 ]],0,0,[0.00001524 0.99998476]
[[ 0.8381652  -0.41099432]],0,[[-5.707474   6.0849395]],0,0,[0.00000756 0.99999244]
[[ 0.7976165  -0.34761316]],0,[[-5.264936   5.6884894]],0,0,[0.0000175 0.9999825]
[[ 0.81375647 -0.36047962]],0,[[-5.385761   5.8092566]],0,0,[0.00001374 0.99998626]
[[ 0.9589258 -0.1984447]],1,[[-5.229429  6.063316]],0,0,[0.00001246 0.99998754]
[[ 0.84986395 -0.41750917]],0,[[-5.782471  6.164053]],0,0,[0.00000648 0.99999352]
[[ 0.80203605 -0.34856316]],0,[[-5.286505   5.7138495]],0,0,[0.0000167 0.9999833]
[[ 0.9617507  -0.19664904]],1,[[-5.2324615  6.0723267]],0,0,[0.00001231 0.99998769]
[[0.96684086 0.03421468]],1,[[-4.2192116  5.4065924]],0,1,[0.000066 0.999934]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0,[0.00101214 0.99898786]
[[0.7590446  0.08427968]],1,[[-3.1809251  4.198054 ]],0,0,[0.00062385 0.99937615]
[[0.7659506 0.2885494]],1,[[-2.2938077  3.6212451]],0,0,[0.00269125 0.99730875]
[[0.5089415 0.5259726]],1,[[-0.22419292  1.6006866 ]],0,0,[0.1388494 0.8611506]
[[-0.23045298  0.7162885 ]],1,[[ 3.5247767 -2.7360806]],0,0,[0.99809403 0.00190597]
[[-0.70820266  0.78046906]],1,[[ 5.6840186 -5.3620915]],0,0,[0.99998405 0.00001595]
[[-0.8601569   0.79904044]],1,[[ 6.362549  -6.1918077]],0,0,[0.99999647 0.00000353]
[[-0.9126536   0.81280565]],1,[[ 6.6298556 -6.5004745]],0,0,[0.99999802 0.00000198]
[[-0.9342429  0.8258355]],1,[[ 6.7727647 -6.649491 ]],0,0,[0.99999852 0.00000148]
[[-0.94427454  0.8382684 ]],1,[[ 6.8677135 -6.737842 ]],0,0,[0.99999877 0.00000123]
[[-0.9492292   0.85007393]],1,[[ 6.939962 -6.798451]],0,0,[0.99999892 0.00000108]
[[-0.9516728   0.86123705]],1,[[ 6.999496  -6.8443437]],0,0,[0.99999903 0.00000097]
[[-0.9306941   0.80425215]],0,[[ 6.662266 -6.566749]],0,0,[0.9999982 0.0000018]
[[-0.9349477   0.76975393]],0,[[ 6.5245414 -6.4850616]],0,1,[0.99999776 0.00000224]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0,[0.00157354 0.99842646]
[[ 0.6242228  -0.26870605]],0,[[-4.232374  4.568792]],0,0,[0.00015053 0.99984947]
[[ 0.7272502  -0.32167214]],0,[[-4.873118   5.2523146]],0,0,[0.00004005 0.99995995]
[[ 0.9060659  -0.18594646]],1,[[-4.9663687  5.756595 ]],0,0,[0.00002203 0.99997797]
[[ 0.8236238 -0.4025212]],0,[[-5.612575  5.985478]],0,0,[0.00000918 0.99999082]
[[ 0.94077384 -0.21282655]],1,[[-5.2226663  6.013935 ]],0,0,[0.00001318 0.99998682]
[[0.95074487 0.0087422 ]],1,[[-4.270139   5.4009123]],0,0,[0.00006308 0.99993692]
[[ 0.8670304 -0.4369915]],0,[[-5.936926   6.3098702]],0,0,[0.0000048 0.9999952]
[[ 0.7903645 -0.3413559]],0,[[-5.208516   5.6327996]],0,0,[0.00001957 0.99998043]
[[ 0.95509595 -0.19487508]],1,[[-5.1984468  6.0331116]],0,0,[0.00001325 0.99998675]
[[ 0.84772396 -0.41682437]],0,[[-5.771021  6.1511  ]],0,0,[0.00000664 0.99999336]
[[ 0.9553231 -0.2163026]],1,[[-5.2952323  6.0984654]],0,0,[0.00001127 0.99998873]
[[0.9628641  0.01030552]],1,[[-4.310631  5.457966]],0,0,[0.00005722 0.99994278]
[[ 0.878021  -0.4411773]],0,[[-5.9987245  6.3783984]],0,1,[0.00000421 0.99999579]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0,[0.00101214 0.99898786]
[[ 0.6567246  -0.29956844]],0,[[-4.497849  4.826824]],0,0,[0.00008919 0.99991081]
[[ 0.86175525 -0.16706671]],1,[[-4.7082486  5.474307 ]],0,0,[0.00003782 0.99996218]
[[0.9045516 0.0301406]],1,[[-3.9933705  5.101488 ]],0,0,[0.00011223 0.99988777]
[[0.89152586 0.26815748]],1,[[-2.8771222  4.3220377]],0,0,[0.00074666 0.99925334]
[[ 0.72985935 -0.37946743]],0,[[-5.1419954  5.4387593]],0,0,[0.0000254 0.9999746]
[[ 0.8769163  -0.19673908]],1,[[-4.9004498  5.6404376]],0,0,[0.00002643 0.99997357]
[[ 0.8097157  -0.39198864]],0,[[-5.510941  5.883073]],0,0,[0.00001126 0.99998874]
[[ 0.78895885 -0.34582102]],0,[[-5.2229915  5.6390166]],0,0,[0.00001917 0.99998083]
[[ 0.94803286 -0.1968249 ]],1,[[-5.179497  6.002973]],0,0,[0.00001392 0.99998608]
[[0.9540084  0.02900692]],1,[[-4.1922355  5.3568244]],0,0,[0.00007126 0.99992874]
[[0.9398388  0.28202546]],1,[[-3.0043674  4.5266027]],0,0,[0.00053593 0.99946407]
[[0.77190393 0.5513956 ]],1,[[-1.1408072  2.864089 ]],0,0,[0.01789993 0.98210007]
[[-0.06231823  0.76565546]],1,[[ 3.0868924 -2.0274801]],0,1,[0.99402615 0.00597385]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0,[0.00101214 0.99898786]
[[0.7590446  0.08427968]],1,[[-3.1809251  4.198054 ]],0,0,[0.00062385 0.99937615]
[[0.7659506 0.2885494]],1,[[-2.2938077  3.6212451]],0,0,[0.00269125 0.99730875]
[[0.5089415 0.5259726]],1,[[-0.22419292  1.6006866 ]],0,0,[0.1388494 0.8611506]
[[-0.23045298  0.7162885 ]],1,[[ 3.5247767 -2.7360806]],0,0,[0.99809403 0.00190597]
[[-0.70820266  0.78046906]],1,[[ 5.6840186 -5.3620915]],0,0,[0.99998405 0.00001595]
[[-0.84837365  0.68253535]],0,[[ 5.7949767 -5.7827353]],0,0,[0.99999063 0.00000937]
[[-0.89547366  0.61993563]],0,[[ 5.6993775 -5.835121 ]],0,0,[0.99999021 0.00000979]
[[-0.9500645   0.65992934]],1,[[ 6.092272  -6.2330356]],0,0,[0.99999556 0.00000444]
[[-0.91534233  0.5880389 ]],0,[[ 5.634482 -5.840773]],0,0,[0.99998962 0.00001038]
[[-0.9164856  0.5424634]],0,[[ 5.434996 -5.710054]],0,0,[0.99998555 0.00001445]
[[-0.9152926   0.49960607]],0,[[ 5.2385197 -5.5755763]],0,0,[0.99997989 0.00002011]
[[-0.91240656  0.4585124 ]],0,[[ 5.0433025 -5.4377584]],0,0,[0.99997194 0.00002806]
[[-0.9086594  0.4191762]],0,[[ 4.8525767 -5.300819 ]],0,1,[0.99996106 0.00003894]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0,[0.00157354 0.99842646]
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0,[0.00014432 0.99985568]
[[ 0.7555594  -0.36044872]],0,[[-5.157583   5.5126996]],0,0,[0.00002322 0.99997678]
[[ 0.9055689  -0.19570011]],1,[[-5.0080724  5.7832856]],0,0,[0.00002058 0.99997942]
[[0.9287251  0.01438873]],1,[[-4.158587   5.2718234]],0,0,[0.00008024 0.99991976]
[[ 0.84959745 -0.42938277]],0,[[-5.834565   6.1982684]],0,0,[0.00000595 0.99999405]
[[ 0.93662614 -0.2118659 ]],1,[[-5.2021146  5.989928 ]],0,0,[0.00001378 0.99998622]
[[ 0.8369206 -0.4086282]],0,[[-5.6920085  6.071511 ]],0,0,[0.00000778 0.99999222]
[[ 0.79883426 -0.3483948 ]],0,[[-5.2732058  5.6970344]],0,0,[0.00001721 0.99998279]
[[ 0.8140153  -0.36054522]],0,[[-5.3870683  5.810772 ]],0,0,[0.0000137 0.9999863]
[[ 0.9592808  -0.19846034]],1,[[-5.23089    6.0651717]],0,0,[0.00001242 0.99998758]
[[ 0.8500861  -0.41761944]],0,[[-5.783835  6.165515]],0,0,[0.00000646 0.99999354]
[[ 0.95764524 -0.2163701 ]],1,[[-5.3046336  6.110497 ]],0,0,[0.00001103 0.99998897]
[[0.96535456 0.01108681]],1,[[-4.3168926  5.468312 ]],0,1,[0.00005627 0.99994373]
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0,[0.01353198 0.98646802]
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0,[0.00431359 0.99568641]
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0,[0.00032517 0.99967483]
[[ 0.6635527  -0.28834918]],0,[[-4.474394  4.827995]],0,0,[0.0000912 0.9999088]
[[ 0.8789005  -0.17450236]],1,[[-4.8087077  5.583925 ]],0,0,[0.00003066 0.99996934]
[[ 0.8116075  -0.39525318]],0,[[-5.5329638  5.90249  ]],0,0,[0.00001081 0.99998919]
[[ 0.9340349  -0.21032982]],1,[[-5.1850863  5.972126 ]],0,0,[0.00001427 0.99998573]
[[0.946084   0.00896078]],1,[[-4.250898   5.3765144]],0,0,[0.00006589 0.99993411]
[[0.93409294 0.25675464]],1,[[-3.0949483  4.5730433]],0,0,[0.00046734 0.99953266]
[[0.7872275  0.52528065]],1,[[-1.3177245  3.0203893]],0,0,[0.01289275 0.98710725]
[[0.00887892 0.74726874]],1,[[ 2.725627 -1.609705]],0,0,[0.9870718 0.0129282]
[[-0.6483782  0.8352611]],1,[[ 5.694816  -5.2214932]],0,0,[0.99998184 0.00001816]
[[-0.8437773  0.8526258]],1,[[ 6.53818  -6.268909]],0,0,[0.99999726 0.00000274]
[[-0.9059019   0.86361307]],1,[[ 6.8307805 -6.618298 ]],0,0,[0.99999856 0.00000144]
[[-0.91513836  0.803249  ]],0,[[ 6.5968227 -6.4845004]],0,1,[0.99999792 0.00000208]
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0,[0.01353198 0.98646802]
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0,[0.00431359 0.99568641]
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0,[0.01274065 0.98725935]
[[ 0.32117394 -0.24058706]],0,[[-2.9190662  2.9407725]],0,0,[0.00284359 0.99715641]
[[ 0.7053378  -0.15954944]],1,[[-4.061701   4.6549726]],0,0,[0.0001638 0.9998362]
[[ 0.7315066 -0.3395634]],0,[[-4.969866  5.327599]],0,0,[0.00003372 0.99996628]
[[ 0.89896065 -0.18904275]],1,[[-4.9523845  5.7296767]],0,0,[0.00002295 0.99997705]
[[0.92458266 0.01934077]],1,[[-4.120193  5.235885]],0,0,[0.00008643 0.99991357]
[[0.9111454 0.2619088]],1,[[-2.9819643  4.4407034]],0,0,[0.0005972 0.9994028]
[[0.7379819 0.5263703]],1,[[-1.119884   2.7662606]],0,0,[0.02011155 0.97988845]
[[-0.04785028  0.74400395]],1,[[ 2.9333034 -1.8889108]],0,0,[0.99201532 0.00798468]
[[-0.61678964  0.46493456]],0,[[ 3.9136999 -3.9510832]],0,0,[0.99961611 0.00038389]
[[-0.7756709   0.48319614]],1,[[ 4.617986  -4.8151593]],0,0,[0.99991998 0.00008002]
[[-0.8518656   0.49703658]],1,[[ 4.9784884 -5.244772 ]],0,0,[0.99996369 0.00003631]
[[-0.89356303  0.50972766]],1,[[ 5.1986723 -5.4952073]],0,1,[0.99997732 0.00002268]
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0,[0.01353198 0.98646802]
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0,[0.00109125 0.99890875]
[[ 0.76820636 -0.11286397]],1,[[-4.099111  4.835365]],0,0,[0.00013175 0.99986825]
[[0.85486156 0.05974804]],1,[[-3.6661613  4.759656 ]],0,0,[0.00021909 0.99978091]
[[0.8433371 0.2875922]],1,[[-2.6013224  4.018331 ]],0,0,[0.00133212 0.99866788]
[[ 0.6399579  -0.35406914]],0,[[-4.6760597  4.9046955]],0,0,[0.00006904 0.99993096]
[[ 0.843109   -0.19824994]],1,[[-4.774741  5.472745]],0,0,[0.00003545 0.99996455]
[[ 0.90000546 -0.01046199]],1,[[-4.1572676  5.1999736]],0,0,[0.00008633 0.99991367]
[[0.89948595 0.21979113]],1,[[-3.124769  4.507492]],0,0,[0.00048433 0.99951567]
[[0.76846176 0.48014396]],1,[[-1.4461951  3.0600228]],0,0,[0.01091958 0.98908042]
[[0.08528768 0.70969945]],1,[[ 2.2580917 -1.1079109]],0,0,[0.96662497 0.03337503]
[[-0.5470371  0.3639503]],0,[[ 3.1884425 -3.2932065]],0,0,[0.99847106 0.00152894]
[[-0.6881229   0.25663963]],0,[[ 3.26102   -3.6904168]],0,0,[0.99904366 0.00095634]
[[-0.71838015  0.27996552]],1,[[ 3.4839714 -3.9144359]],0,0,[0.99938815 0.00061185]
[[-0.73105454  0.21476384]],0,[[ 3.2418342 -3.7836576]],0,1,[0.99911186 0.00088814]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0,[0.00101214 0.99898786]
[[0.7590446  0.08427968]],1,[[-3.1809251  4.198054 ]],0,0,[0.00062385 0.99937615]
[[ 0.70867825 -0.3614102 ]],0,[[-4.978187   5.2767606]],0,0,[0.00003518 0.99996482]
[[ 0.87638897 -0.19716999]],1,[[-4.900312   5.6390424]],0,0,[0.00002647 0.99997353]
[[ 0.80910647 -0.39159623]],0,[[-5.506798   5.8787932]],0,0,[0.00001136 0.99998864]
[[ 0.7887994  -0.34578186]],0,[[-5.2221913  5.6380873]],0,0,[0.00001921 0.99998079]
[[ 0.94788563 -0.19681714]],1,[[-5.178885   6.0021996]],0,0,[0.00001394 0.99998606]
[[0.95389575 0.02896137]],1,[[-4.1919975  5.356387 ]],0,0,[0.00007131 0.99992869]
[[0.9396996 0.2819393]],1,[[-3.0042074  4.5261517]],0,0,[0.00053626 0.99946374]
[[ 0.8067154 -0.3924693]],0,[[-5.5013356  5.869229 ]],0,0,[0.00001153 0.99998847]
[[ 0.90535265 -0.18481031]],1,[[-4.9584894  5.7495584]],0,0,[0.00002236 0.99997764]
[[0.9287643  0.02532271]],1,[[-4.109807   5.2392654]],0,0,[0.00008704 0.99991296]
[[0.9133594  0.27006763]],1,[[-2.954126  4.427538]],0,0,[0.00062218 0.99937782]
[[0.7315157  0.53503907]],1,[[-1.0557511  2.7073493]],0,1,[0.0226851 0.9773149]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0,[0.00157354 0.99842646]
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0,[0.00014432 0.99985568]
[[ 0.7555594  -0.36044872]],0,[[-5.157583   5.5126996]],0,0,[0.00002322 0.99997678]
[[ 0.9055689  -0.19570011]],1,[[-5.0080724  5.7832856]],0,0,[0.00002058 0.99997942]
[[0.9287251  0.01438873]],1,[[-4.158587   5.2718234]],0,0,[0.00008024 0.99991976]
[[0.916007  0.2575172]],1,[[-3.0206678  4.4786263]],0,0,[0.00055317 0.99944683]
[[0.7517867  0.52278185]],1,[[-1.1900363  2.847335 ]],0,0,[0.01733789 0.98266211]
[[-0.02606758  0.74242693]],1,[[ 2.8408923 -1.7732217]],0,0,[0.9901863 0.0098137]
[[-0.60746664  0.4543385 ]],0,[[ 3.829748  -3.8718448]],0,0,[0.9995481 0.0004519]
[[-0.7582282  0.3457572]],0,[[ 3.934552  -4.3145385]],0,0,[0.99973857 0.00026143]
