states,words,logit_seq,reset_bool,ind_seq,state_list_sm
[[-0.91042614  0.6856711 ]],0,[[ 6.0521564 -6.108234 ]],0,0,[0.99999477 0.00000523]
[[-0.95721793  0.72627604]],1,[[ 6.4172263 -6.4682503]],0,0,[0.99999747 0.00000253]
[[-0.9587028  0.7411483]],1,[[ 6.4896035 -6.5203714]],0,0,[0.99999776 0.00000224]
[[-0.9592966  0.755324 ]],1,[[ 6.5553713 -6.565866 ]],0,0,[0.999998 0.000002]
[[-0.9594916  0.7693085]],1,[[ 6.6187205 -6.6087575]],0,0,[0.9999982 0.0000018]
[[-0.9275654  0.702033 ]],0,[[ 6.19254  -6.244564]],0,0,[0.99999603 0.00000397]
[[-0.9285793   0.65899307]],0,[[ 6.0038943 -6.1207814]],0,1,[0.99999458 0.00000542]
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0,[0.01353198 0.98646802]
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0,[0.00109125 0.99890875]
[[ 0.76820636 -0.11286397]],1,[[-4.099111  4.835365]],0,0,[0.00013175 0.99986825]
[[0.85486156 0.05974804]],1,[[-3.6661613  4.759656 ]],0,0,[0.00021909 0.99978091]
[[ 0.78930223 -0.40151694]],0,[[-5.4735956  5.80763  ]],0,0,[0.00001261 0.99998739]
[[ 0.9085551  -0.20717727]],1,[[-5.0711374  5.832883 ]],0,0,[0.00001838 0.99998162]
[[ 0.8233863 -0.400443 ]],0,[[-5.602344  5.978042]],0,0,[0.00000935 0.99999065]
[[ 0.7940096 -0.3472411]],0,[[-5.2491374  5.669001 ]],0,0,[0.00001813 0.99998187]
[[ 0.95243484 -0.19702324]],1,[[-5.1976333  6.0259914]],0,0,[0.00001335 0.99998665]
[[ 0.84596664 -0.41562316]],0,[[-5.758759   6.1385493]],0,0,[0.00000681 0.99999319]
[[ 0.8003375 -0.3481588]],0,[[-5.2780395  5.7039857]],0,0,[0.000017 0.999983]
[[ 0.95971817 -0.19673906]],1,[[-5.2249002  6.0622425]],0,0,[0.00001253 0.99998747]
[[0.9644251  0.03337634]],1,[[-4.213497   5.3967977]],0,0,[0.00006703 0.99993297]
[[0.9550358  0.29014143]],1,[[-3.0275934  4.5797033]],0,0,[0.00049657 0.99950343]
[[ 0.8375395  -0.39497945]],0,[[-5.6333504  6.0337715]],0,1,[0.00000857 0.99999143]
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0,[0.01353198 0.98646802]
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0,[0.00109125 0.99890875]
[[ 0.63339484 -0.2709119 ]],0,[[-4.278186  4.622124]],0,0,[0.00013633 0.99986367]
[[ 0.86049944 -0.15992564]],1,[[-4.671369   5.4465156]],0,0,[0.00004035 0.99995965]
[[0.9028166 0.0377798]],1,[[-3.9523838  5.069762 ]],0,0,[0.00012069 0.99987931]
[[ 0.82882416 -0.42007   ]],0,[[-5.711489  6.064545]],0,0,[0.00000769 0.99999231]
[[ 0.77596426 -0.3366982 ]],0,[[-5.1312456  5.545489 ]],0,0,[0.00002308 0.99997692]
[[ 0.8055484  -0.35762313]],0,[[-5.3408146  5.7588854]],0,0,[0.00001512 0.99998488]
[[ 0.8084012 -0.3581188]],0,[[-5.354211  5.774903]],0,0,[0.00001468 0.99998532]
[[ 0.95613265 -0.19870158]],1,[[-5.2196336  6.0498567]],0,0,[0.00001276 0.99998724]
[[ 0.8480659  -0.41656208]],0,[[-5.771187  6.152056]],0,0,[0.00000663 0.99999337]
[[ 0.95612556 -0.21626607]],1,[[-5.298213  6.102444]],0,0,[0.00001119 0.99998881]
[[ 0.84650135 -0.41377383]],0,[[-5.7525783  6.135732 ]],0,0,[0.00000687 0.99999313]
[[ 0.802816   -0.34931883]],0,[[-5.292943   5.7200866]],0,0,[0.00001649 0.99998351]
[[ 0.9617476  -0.19683494]],1,[[-5.2332816  6.072868 ]],0,1,[0.0000123 0.9999877]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0,[0.00101214 0.99898786]
[[0.7590446  0.08427968]],1,[[-3.1809251  4.198054 ]],0,0,[0.00062385 0.99937615]
[[ 0.70867825 -0.3614102 ]],0,[[-4.978187   5.2767606]],0,0,[0.00003518 0.99996482]
[[ 0.7348882 -0.3212792]],0,[[-4.901288  5.290046]],0,0,[0.00003749 0.99996251]
[[ 0.9169977  -0.18980773]],1,[[-5.0264845  5.823852 ]],0,0,[0.0000194 0.9999806]
[[0.9336881  0.02533552]],1,[[-4.129043   5.2643094]],0,0,[0.00008327 0.99991673]
[[0.9180621  0.27160314]],1,[[-2.9656808  4.4468937]],0,0,[0.00060325 0.99939675]
[[ 0.7713616  -0.38817626]],0,[[-5.3435926  5.6762695]],0,0,[0.00001637 0.99998363]
[[ 0.8922262  -0.19203147]],1,[[-4.939372   5.7043247]],0,0,[0.00002385 0.99997615]
[[ 0.81751883 -0.3976417 ]],0,[[-5.5668163  5.9397593]],0,0,[0.00001006 0.99998994]
[[ 0.79083174 -0.3461127 ]],0,[[-5.2316356  5.6494317]],0,0,[0.00001881 0.99998119]
[[ 0.949945   -0.19684884]],1,[[-5.1870966  6.0127854]],0,0,[0.00001368 0.99998632]
[[0.95549226 0.02968272]],1,[[-4.1950254  5.3623586]],0,0,[0.00007067 0.99992933]
[[ 0.87214774 -0.438801  ]],0,[[-5.965076  6.34136 ]],0,1,[0.00000452 0.99999548]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0,[0.00157354 0.99842646]
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0,[0.00014432 0.99985568]
[[0.8505411  0.05812643]],1,[[-3.6564896  4.7425056]],0,0,[0.00022504 0.99977496]
[[ 0.7864744  -0.39991406]],0,[[-5.4553413  5.788423 ]],0,0,[0.00001309 0.99998691]
[[ 0.9075343  -0.20688877]],1,[[-5.065847  5.826819]],0,0,[0.00001859 0.99998141]
[[ 0.8229162  -0.40015817]],0,[[-5.5992274  5.974794 ]],0,0,[0.00000941 0.99999059]
[[ 0.94251174 -0.21277852]],1,[[-5.229261  6.022644]],0,0,[0.00001298 0.99998702]
[[0.9518728  0.00948134]],1,[[-4.271251   5.4044437]],0,0,[0.00006279 0.99993721]
[[ 0.8680229  -0.43739474]],0,[[-5.94262    6.3161345]],0,0,[0.00000474 0.99999526]
[[ 0.7906749  -0.34143883]],0,[[-5.210104  5.63463 ]],0,0,[0.00001951 0.99998049]
[[ 0.9553844  -0.19486377]],1,[[-5.1995263  6.034547 ]],0,0,[0.00001322 0.99998678]
[[ 0.84789586 -0.41691878]],0,[[-5.772117   6.1522584]],0,0,[0.00000663 0.99999337]
[[ 0.8008189  -0.34818506]],0,[[-5.2800436  5.7065167]],0,0,[0.00001693 0.99998307]
[[ 0.96041465 -0.19668278]],1,[[-5.2273774  6.065622 ]],0,1,[0.00001246 0.99998754]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0,[0.00101214 0.99898786]
[[0.7590446  0.08427968]],1,[[-3.1809251  4.198054 ]],0,0,[0.00062385 0.99937615]
[[ 0.70867825 -0.3614102 ]],0,[[-4.978187   5.2767606]],0,0,[0.00003518 0.99996482]
[[ 0.7348882 -0.3212792]],0,[[-4.901288  5.290046]],0,0,[0.00003749 0.99996251]
[[ 0.7838449  -0.34906048]],0,[[-5.2174506  5.622671 ]],0,0,[0.0000196 0.9999804]
[[ 0.7982001  -0.35444358]],0,[[-5.297791  5.711926]],0,0,[0.00001654 0.99998346]
[[ 0.94820505 -0.19837716]],1,[[-5.1871185  6.0085006]],0,0,[0.00001373 0.99998627]
[[ 0.84355205 -0.4140817 ]],0,[[-5.742399  6.12163 ]],0,0,[0.00000704 0.99999296]
[[ 0.7996184  -0.34806314]],0,[[-5.274794   5.7000356]],0,0,[0.00001713 0.99998287]
[[ 0.9588003 -0.1967949]],1,[[-5.221554  6.057734]],0,0,[0.00001263 0.99998737]
[[0.9634399  0.03298065]],1,[[-4.2114077  5.3929644]],0,0,[0.00006743 0.99993257]
[[0.9533221  0.28939605]],1,[[-3.0242143  4.5732064]],0,0,[0.00050149 0.99949851]
[[ 0.83366597 -0.39464742]],0,[[-5.6166863  6.0130444]],0,0,[0.0000089 0.9999911]
[[ 0.77190644 -0.33676395]],0,[[-5.1156397  5.5250144]],0,1,[0.00002392 0.99997608]
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0,[0.01353198 0.98646802]
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0,[0.00431359 0.99568641]
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0,[0.00032517 0.99967483]
[[ 0.80341053 -0.16501927]],1,[[-4.470468   5.1709566]],0,0,[0.00006498 0.99993502]
[[0.87895817 0.01280062]],1,[[-3.9706876  5.0230613]],0,0,[0.00012417 0.99987583]
[[0.8785318  0.24008842]],1,[[-2.9518251  4.3399386]],0,0,[0.00068066 0.99931934]
[[0.71681094 0.497369  ]],1,[[-1.166719  2.7453  ]],0,0,[0.01960792 0.98039208]
[[-0.00868158  0.71852064]],1,[[ 2.6657782 -1.6130321]],0,0,[0.98633031 0.01366969]
[[-0.64221877  0.809834  ]],1,[[ 5.556886 -5.113937]],0,0,[0.99997679 0.00002321]
[[-0.8411077   0.82982486]],1,[[ 6.425678  -6.1869984]],0,0,[0.99999667 0.00000333]
[[-0.9052449  0.8422883]],1,[[ 6.7327704 -6.5510626]],0,0,[0.9999983 0.0000017]
[[-0.9136387   0.77820003]],0,[[ 6.4788437 -6.4018145]],0,0,[0.99999745 0.00000255]
[[-0.9264195  0.7372374]],0,[[ 6.345602  -6.3441987]],0,0,[0.99999692 0.00000308]
[[-0.9678013   0.77949506]],1,[[ 6.69687  -6.681607]],0,0,[0.99999845 0.00000155]
[[-0.93165284  0.71449393]],0,[[ 6.2643237 -6.3027186]],0,1,[0.99999652 0.00000348]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0,[0.00101214 0.99898786]
[[0.7590446  0.08427968]],1,[[-3.1809251  4.198054 ]],0,0,[0.00062385 0.99937615]
[[ 0.70867825 -0.3614102 ]],0,[[-4.978187   5.2767606]],0,0,[0.00003518 0.99996482]
[[ 0.7348882 -0.3212792]],0,[[-4.901288  5.290046]],0,0,[0.00003749 0.99996251]
[[ 0.7838449  -0.34906048]],0,[[-5.2174506  5.622671 ]],0,0,[0.0000196 0.9999804]
[[ 0.9372507  -0.19667485]],1,[[-5.1365767  5.947597 ]],0,0,[0.00001535 0.99998465]
[[0.9465748  0.02515625]],1,[[-4.180341  5.330493]],0,0,[0.00007404 0.99992596]
[[0.9315338  0.27536705]],1,[[-3.0016236  4.5042443]],0,0,[0.00054955 0.99945045]
[[ 0.7938621 -0.3917972]],0,[[-5.4479637  5.8017387]],0,0,[0.00001301 0.99998699]
[[ 0.75658166 -0.3291003 ]],0,[[-5.0212936  5.423988 ]],0,0,[0.00002908 0.99997092]
[[ 0.92986035 -0.19103171]],1,[[-5.082363  5.893043]],0,0,[0.00001712 0.99998288]
[[0.9413067  0.02861297]],1,[[-4.144228   5.2933006]],0,0,[0.00007967 0.99992033]
[[ 0.8596295 -0.4338857]],0,[[-5.8940268  6.262864 ]],0,0,[0.00000525 0.99999475]
[[ 0.94039667 -0.21111457]],1,[[-5.2135262  6.006885 ]],0,1,[0.0000134 0.9999866]
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0,[0.01353198 0.98646802]
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0,[0.00431359 0.99568641]
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0,[0.00032517 0.99967483]
[[ 0.6635527  -0.28834918]],0,[[-4.474394  4.827995]],0,0,[0.0000912 0.9999088]
[[ 0.74970603 -0.3335214 ]],0,[[-5.014138  5.402208]],0,0,[0.00002994 0.99997006]
[[ 0.7827302  -0.34822503]],0,[[-5.209344   5.6144896]],0,0,[0.00001992 0.99998008]
[[ 0.9378105  -0.19694684]],1,[[-5.1399875  5.951264 ]],0,0,[0.00001524 0.99998476]
[[0.9469246  0.02508682]],1,[[-4.182022   5.3324833]],0,0,[0.00007377 0.99992623]
[[0.93194747 0.2753956 ]],1,[[-3.0031168  4.5062656]],0,0,[0.00054762 0.99945238]
[[0.76150477 0.543565  ]],1,[[-1.1351037  2.8345745]],0,0,[0.01852968 0.98147032]
[[-0.05801785  0.7590965 ]],1,[[ 3.0406883 -1.9859228]],0,0,[0.99348176 0.00651824]
[[-0.6254205  0.4895968]],0,[[ 4.0578914 -4.0689383]],0,0,[0.99970458 0.00029542]
[[-0.7897135   0.50891006]],1,[[ 4.7880893 -4.9637322]],0,0,[0.99994181 0.00005819]
[[-0.86419195  0.52293897]],1,[[ 5.14271   -5.3851676]],0,0,[0.99997322 0.00002678]
[[-0.86812824  0.44513786]],0,[[ 4.8099465 -5.172128 ]],0,1,[0.99995378 0.00004622]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0,[0.00157354 0.99842646]
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0,[0.00014432 0.99985568]
[[ 0.7555594  -0.36044872]],0,[[-5.157583   5.5126996]],0,0,[0.00002322 0.99997678]
[[ 0.76615924 -0.3371709 ]],0,[[-5.094941   5.4969563]],0,0,[0.00002512 0.99997488]
[[ 0.9319512  -0.19411123]],1,[[-5.1043377  5.9129205]],0,0,[0.00001642 0.99998358]
[[ 0.8354075  -0.40955403]],0,[[-5.6902227  6.0665765]],0,0,[0.00000784 0.99999216]
[[ 0.7964188 -0.3472766]],0,[[-5.2587366  5.68138  ]],0,0,[0.00001773 0.99998227]
[[ 0.9555006 -0.196857 ]],1,[[-5.208902  6.041111]],0,0,[0.00001301 0.99998699]
[[0.9602081  0.03170826]],1,[[-4.2044387  5.3803134]],0,0,[0.00006876 0.99993124]
[[0.9481898  0.28697655]],1,[[-3.014932   4.5543103]],0,0,[0.00051582 0.99948418]
[[0.7883094 0.5575396]],1,[[-1.1775935  2.9292533]],0,0,[0.01619306 0.98380694]
[[-0.05598164  0.77121127]],1,[[ 3.0869274 -2.0118458]],0,0,[0.9939328 0.0060672]
[[-0.6745589  0.8470855]],1,[[ 5.8503203 -5.390287 ]],0,0,[0.99998687 0.00001313]
[[-0.8516568  0.8621018]],1,[[ 6.6114635 -6.337438 ]],0,1,[0.99999762 0.00000238]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0,[0.00157354 0.99842646]
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0,[0.00014432 0.99985568]
[[0.8505411  0.05812643]],1,[[-3.6564896  4.7425056]],0,0,[0.00022504 0.99977496]
[[0.84114134 0.28440335]],1,[[-2.6069896  4.016699 ]],0,0,[0.00132676 0.99867324]
[[ 0.6400814  -0.35433793]],0,[[-4.677747  4.90613 ]],0,0,[0.00006882 0.99993118]
[[ 0.6982988  -0.30362287]],0,[[-4.6788983  5.0507565]],0,0,[0.00005949 0.99994051]
[[ 0.89983237 -0.18446968]],1,[[-4.935334   5.7204165]],0,0,[0.00002356 0.99997644]
[[0.92404985 0.02501342]],1,[[-4.092718   5.2161756]],0,0,[0.00009061 0.99990939]
[[0.9092412  0.26825964]],1,[[-2.9460804  4.4119763]],0,0,[0.00063703 0.99936297]
[[0.7266111 0.5324795]],1,[[-1.0479877  2.6900325]],0,0,[0.02324785 0.97675215]
[[-0.07150434  0.74774563]],1,[[ 3.0427346 -2.020618 ]],0,0,[0.99371542 0.00628458]
[[-0.62735224  0.4789972 ]],0,[[ 4.0180235 -4.0470223]],0,0,[0.99968576 0.00031424]
[[-0.7751128   0.37189406]],0,[[ 4.117684  -4.4788566]],0,0,[0.99981529 0.00018471]
[[-0.8233064   0.31371817]],0,[[ 4.0461683 -4.550068 ]],0,1,[0.99981523 0.00018477]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0,[0.00157354 0.99842646]
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0,[0.00014432 0.99985568]
[[0.8505411  0.05812643]],1,[[-3.6564896  4.7425056]],0,0,[0.00022504 0.99977496]
[[0.84114134 0.28440335]],1,[[-2.6069896  4.016699 ]],0,0,[0.00132676 0.99867324]
[[0.602947 0.536502]],1,[[-0.54542094  2.0480185 ]],0,0,[0.06956184 0.93043816]
[[-0.18322375  0.7379693 ]],1,[[ 3.436743  -2.5604434]],0,0,[0.99752043 0.00247957]
[[-0.70047027  0.8054984 ]],1,[[ 5.765735  -5.3976893]],0,0,[0.99998582 0.00001418]
[[-0.8585165   0.82299376]],1,[[ 6.4633203 -6.2552156]],0,0,[0.999997 0.000003]
[[-0.9118014   0.83571583]],1,[[ 6.7290473 -6.5647717]],0,0,[0.99999832 0.00000168]
[[-0.91537875  0.7712898 ]],0,[[ 6.454736  -6.3899755]],0,0,[0.99999736 0.00000264]
[[-0.95671266  0.81033784]],1,[[ 6.7914524 -6.717524 ]],0,0,[0.99999864 0.00000136]
[[-0.9571321   0.82374966]],1,[[ 6.8531184 -6.7598424]],0,0,[0.99999878 0.00000122]
[[-0.95694387  0.8360674 ]],1,[[ 6.907507  -6.7957873]],0,0,[0.99999888 0.00000112]
[[-0.9311112   0.77561605]],0,[[ 6.5357437 -6.4830804]],0,1,[0.99999778 0.00000222]
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0,[0.0266198 0.9733802]
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0,[0.00157354 0.99842646]
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0,[0.00014432 0.99985568]
[[0.8505411  0.05812643]],1,[[-3.6564896  4.7425056]],0,0,[0.00022504 0.99977496]
[[ 0.7864744  -0.39991406]],0,[[-5.4553413  5.788423 ]],0,0,[0.00001309 0.99998691]
[[ 0.7614561  -0.33165103]],0,[[-5.051809   5.4564605]],0,0,[0.00002731 0.99997269]
[[ 0.93354416 -0.1933288 ]],1,[[-5.107078  5.918691]],0,0,[0.00001628 0.99998372]
